Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_03026,SAMN36656784,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03026,DL_3131,BELUGA,Delphinapterus,leucas,NA,30,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56.0141,-76.7547,2001,8,1,Kuujjuaraapik,NA,F,qPCR,C_Bonnet,ADN_20_01744,HL007,librairie_143_haplotypes615
S_20_01095,SAMN36656444,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01095,NQDL_3310,BELUGA,Delphinapterus,leucas,NA,17,NA,NEH,Cape_Smith,60.72451,-78.44363,2001,10,15,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_01321,HL020,librairie_143_haplotypes615
S_20_03031,SAMN37456170,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03031,DLN01_01,BELUGA,Delphinapterus,leucas,NA,18,M,SEH,Nastapoka_Sound,57.04494,-76.56373,2001,8,1,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01748,HL008,librairie_143_haplotypes615
S_20_01899,SAMN36656648,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01899,DL99_001,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Wales_Island,61.867,-72.183,1999,7,5,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_01756,HL004,librairie_143_haplotypes615
S_20_00857,SAMN36656301,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00857,NQDL_3297,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Dry_Bay,58.37181,-68.201,2001,7,19,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01772,HL011,librairie_143_haplotypes615
S_20_02633,SAMN36656742,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02633,DL16_044,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.699,-69.798,2016,7,20,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01794,HL003,librairie_143_haplotypes615
S_20_02240,SAMN36656692,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02240,DL13_030,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Island_Naujaaraarjuq,60.554,-69.659,2015,6,27,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_03131,HL003,librairie_143_haplotypes615
S_20_01638,SAMN36656593,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01638,DL_6090,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Baie_Kilualuk,56.136,-75.956,2007,8,8,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01819,HL001,librairie_143_haplotypes615
S_20_02716,SAMN37456273,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02716,DL_9254,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Kangiqsualujjuaq,58.685,-65.954,2007,7,23,Kangiqsualujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01825,HL003,librairie_143_haplotypes615
S_20_01211,SAMN36656483,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01211,DL17_267,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,NA,NA,2018,8,3,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01827,HL008,librairie_143_haplotypes615
S_20_02242,SAMN36656693,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02242,DL13_035,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Island_Naujaaraarjuq,60.554,-69.659,2015,6,27,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_03133,HL003,librairie_143_haplotypes615
S_20_02848,SAMN36656759,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02848,DL_9272,BELUGA,Delphinapterus,leucas,NA,26,M,SEH,Inukjuak,58.274,-78.102,2007,8,11,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_03074,HL016,librairie_143_haplotypes615
S_20_01622,SAMN36656582,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01622,DL17_264,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,55.763,-77.19,2017,7,24,Kuujjuaraapik,NA,F,qPCR,C_Bonnet,ADN_20_01867,HL001,librairie_143_haplotypes615
S_20_01620,SAMN36656580,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01620,DL10_52,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Inukjuak,NA,NA,2010,7,4,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01872,HL019,librairie_143_haplotypes615
S_20_01935,SAMN36656654,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01935,DL99_06,BELUGA,Delphinapterus,leucas,NA,NA,M,SHS,Baie_Kangiararjuk,61.55277778,-71.80555556,1999,7,6,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_01892,HL011,librairie_143_haplotypes615
S_20_01948,SAMN36656660,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01948,DL00154,BELUGA,Delphinapterus,leucas,NA,11,M,SEH,Kuujjuarapik,55.28052,-77.79491,2001,6,13,Kuujjuaraapik,NA,F,qPCR,S_Guillou,ADN_20_02935,HL007,librairie_143_haplotypes615
S_20_03528,SAMN36656889,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03528,DL10_64,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Inukjuak,NA,NA,2010,7,NA,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01909,HL103,librairie_143_haplotypes615
S_20_02070,SAMN36656673,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_02070,DL17_197,BELUGA,Delphinapterus,leucas,NA,NA,F,NEH,Akulivik,NA,NA,2017,10,24,Akulivik,NA,F,qPCR,S_Guillou,ADN_20_03018,HL003,librairie_143_haplotypes615
S_20_03482,SAMN36656866,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03482,DL2000_002_F,BELUGA,Delphinapterus,leucas,NA,9,NA,SLE,Tadoussac,48.1414,-69.7091,2000,7,26,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_01937,HL099,librairie_143_haplotypes615
S_20_01783,SAMN36656625,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01783,DL2015_003_F,BELUGA,Delphinapterus,leucas,White,21,F,SLE,Sainte_Flavie,48.6127,-68.2287,2015,7,17,Saint_Laurent,NA,U,PCR,C_Bonnet,ADN_20_04295,HL102,librairie_143_haplotypes615
S_20_01766,SAMN36656615,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01766,DL2017_004,BELUGA,Delphinapterus,leucas,White,45,F,SLE,Saint_Ulric,48.858613,-67.531705,2017,10,23,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_04281,HL099,librairie_143_haplotypes615
S_20_01786,NA,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01786,DL2017_006,BELUGA,Delphinapterus,leucas,Grey,NA,F,SLE,Cap_Colombier,48.82326632,-68.87757017,2017,7,7,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_04283,HL099,librairie_143_haplotypes615
S_20_01788,SAMN36656629,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01788,Dl2017_007,BELUGA,Delphinapterus,leucas,Grey,NA,M,SLE,Grand_Metis,48.655252,-68.072588,2017,8,1,Saint_Laurent,NA,M,qPCR,C_Bonnet,ADN_20_04284,HL099,librairie_143_haplotypes615
S_20_00903,SAMN36656325,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00903,DL2003_S_1855,BELUGA,Delphinapterus,leucas,Grey,NA,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,27,DFO_MPO,NA,U,qPCR,S_Guillou,ADN_20_01962,HL003,librairie_143_haplotypes615
S_20_01020,SAMN36656396,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01020,NQ03_5216,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Camp_Imilimmiut,60.771,-69.418,2003,NA,NA,Kuujjuaq,NA,U,qPCR,S_Guillou,ADN_20_01428,HL001,librairie_143_haplotypes615
S_20_00963,SAMN37455903,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00963,NQ04_6168,BELUGA,Delphinapterus,leucas,NA,28,NA,SHS,Salluit_Fjord,62.2583,-75.8972,2004,7,5,Salluit,NA,M,qPCR,S_Guillou,ADN_20_05555,HL060,librairie_143_haplotypes615
S_20_01036,SAMN36656406,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01036,ARCD_00_1056,BELUGA,Delphinapterus,leucas,NA,26,M,NHS,Cape_Dorset,NA,NA,2000,11,4,Cape Dorset/Kinngait,Adamie_Asherak,M,qPCR,S_Guillou,ADN_20_01259,HL001,librairie_143_haplotypes615
S_20_00814,SAMN36656279,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00814,NQWW_01_04,BELUGA,Delphinapterus,leucas,NA,17,NA,SHS,Quaqtaq,60.99463,-69.73007,2001,10,25,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_01986,HL048,librairie_143_haplotypes615
S_20_00860,SAMN36656302,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00860,NQDL_00103,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Akulivik,60.81233,-78.4709,2001,10,9,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_03391,HL001,librairie_143_haplotypes615
S_20_00908,SAMN36656329,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00908,NQ03_5051,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Pointe_Akulivik,61.53888889,-71.80861111,2003,6,27,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_02696,HL001,librairie_143_haplotypes615
S_20_00990,SAMN36656375,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00990,NQ04_6004,BELUGA,Delphinapterus,leucas,NA,48,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,18,Quaqtaq,NA,F,qPCR,C_Bonnet,ADN_20_04394,HL049,librairie_143_haplotypes615
S_20_01049,SAMN36656415,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01049,ARCH_99_1013,BELUGA,Delphinapterus,leucas,NA,13,NA,NHB,Coral_Harbour,NA,NA,1999,NA,NA,Coral Harbour,NA,M,PCR,C_Bonnet,ADN_20_01273,HL001,librairie_143_haplotypes615
S_20_00921,SAMN36656338,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00921,NQ03_5120,BELUGA,Delphinapterus,leucas,NA,26,NA,UNG,Kangirsuk,60.10333333,-69.81333333,2003,6,19,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_02714,HL008,librairie_143_haplotypes615
S_20_00854,SAMN36656298,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00854,NQDL_3263,BELUGA,Delphinapterus,leucas,NA,15,NA,UNG,Tasiujaq,58.71336,-69.86744,2001,7,18,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_05552,HL010,librairie_143_haplotypes615
S_20_01882,SAMN36656644,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01882,WA94_20,BELUGA,Delphinapterus,leucas,NA,38,M,SHS,Kangirsuapik,61.867,-72.183,1994,10,17,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_02006,HL003,librairie_143_haplotypes615
S_20_00954,SAMN36656352,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00954,ARRB_01_1103,BELUGA,Delphinapterus,leucas,NA,14,F,NHB,Repulse_Bay_White Island,NA,NA,2001,8,27,Naujaat,NA,F,qPCR,S_Guillou,ADN_20_02021,HL020,librairie_143_haplotypes615
S_20_00861,SAMN36656303,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00861,NQDL_00104,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Akulivik,60.81343,-78.48848,2001,10,9,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_02934,HL001,librairie_143_haplotypes615
S_20_00962,SAMN36656358,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00962,NQ04_6166,BELUGA,Delphinapterus,leucas,NA,29,NA,SHS,Baie_Qarliik,62.461,-76.606,2004,6,5,Salluit,NA,M,qPCR,C_Bonnet,ADN_20_04429,HL003,librairie_143_haplotypes615
S_20_01038,SAMN36656407,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01038,ARCD_00_1062,BELUGA,Delphinapterus,leucas,NA,13,F,NHS,Cape_Dorset,NA,NA,2000,11,1,Cape Dorset/Kinngait,Quyu_Peter,F,qPCR,S_Guillou,ADN_20_04701,HL011,librairie_143_haplotypes615
S_20_01061,SAMN36656418,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01061,ARCH_00_1050,BELUGA,Delphinapterus,leucas,NA,13,F,NHB,Coral_Harbour_Nunaguluk,NA,NA,2000,9,2,Coral Harbour,NA,F,qPCR,S_Guillou,ADN_20_01285,HL003,librairie_143_haplotypes615
S_20_00872,SAMN36656311,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00872,NQDL_3046,BELUGA,Delphinapterus,leucas,NA,19,NA,SHS,Digges_Islands,62.56631,-77.84657,2001,10,20,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_02924,HL003,librairie_143_haplotypes615
S_20_01042,SAMN36656409,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01042,ARCD_1999_1013,BELUGA,Delphinapterus,leucas,NA,30,M,NHS,Cape_Dorset_Pakituaq,NA,NA,1999,11,10,Cape Dorset/Kinngait,Peter_Ningeosiak,M,qPCR,S_Guillou,ADN_20_06031,HL001,librairie_143_haplotypes615
S_20_00851,SAMN36656295,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00851,NQDL_3103,BELUGA,Delphinapterus,leucas,NA,12,NA,UNG,Kangirsuk,60.01,-70.01,2001,6,12,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_01734,HL003,librairie_143_haplotypes615
S_20_00862,SAMN36656304,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00862,NQDL_00155,BELUGA,Delphinapterus,leucas,NA,20,NA,SEH,Kuujjuarapik,55.28307,-77.79168,2001,6,13,Kuujjuaraapik,NA,F,qPCR,S_Guillou,ADN_20_03858,HL049,librairie_143_haplotypes615
S_20_00867,SAMN36656307,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00867,NQDL_3019,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Cap_Uqammaq,61.7525,-72.0512,2001,6,25,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_02920,HL003,librairie_143_haplotypes615
S_20_01087,SAMN36656437,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01087,NQDL_3058,BELUGA,Delphinapterus,leucas,NA,20,NA,SHS,Digges_Islands,62.59988,-77.83279,2001,10,23,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_03358,HL001,librairie_143_haplotypes615
S_20_00654,SAMN36656163,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00654,ARAR_99_1019,BELUGA,Delphinapterus,leucas,NA,12,M,NWH,Arviat_west of McConnel River,NA,NA,1999,8,11,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01241,HL001,librairie_143_haplotypes615
S_20_00891,SAMN36656317,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00891,NQ04_6170,BELUGA,Delphinapterus,leucas,NA,24,NA,SHS,Salluit,62.425,-75.4194,2004,6,29,Salluit,NA,U,qPCR,C_Bonnet,ADN_20_04343,HL003,librairie_143_haplotypes615
S_20_01083,SAMN36656434,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01083,NQDL_3054,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Digges_Islands,62.6018,-77.83707,2001,10,22,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_03348,HL001,librairie_143_haplotypes615
S_20_03664,SAMN36656944,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03664,DL2009_004,BELUGA,Delphinapterus,leucas,Grey,0,M,SLE,Matane,48.818,-67.6044,2009,9,3,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04293,HL099,librairie_143_haplotypes615
S_20_01774,SAMN36656620,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01774,DL2009_005,BELUGA,Delphinapterus,leucas,White,48,F,SLE,Pointe_au_Pere,48.5189,-68.464644,2009,9,15,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_04294,NA,librairie_143_haplotypes615
S_20_03574,NA,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03574,B_92_91_IQ,BELUGA,Delphinapterus,leucas,NA,41,M,FRB,Iqaluit,NA,NA,1992,6,19,Iqaluit,NA,NA,NA,NA,ADN_20_02108,HL052,librairie_143_haplotypes615
S_20_03627,SAMN36656928,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03627,LH_24,BELUGA,Delphinapterus,leucas,NA,NA,M,NHS,Kimmirut,NA,NA,1989,7,1,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02120,HL001,librairie_143_haplotypes615
S_20_03613,SAMN36656921,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03613,B_92_60_IQ,BELUGA,Delphinapterus,leucas,NA,19,M,FRB,Iqaluit,NA,NA,1992,6,5,Iqaluit,NA,M,qPCR,S_Guillou,ADN_20_02121,HL012,librairie_143_haplotypes615
S_20_03617,SAMN36656923,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03617,LH_22,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,62.5,-69.51,1989,7,13,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02128,HL003,librairie_143_haplotypes615
S_20_03598,SAMN36656913,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03598,B_92_81_IQ,BELUGA,Delphinapterus,leucas,NA,19,F,FRB,Iqaluit,NA,NA,1992,7,3,Iqaluit,NA,M,qPCR,S_Guillou,ADN_20_02134,HL056,librairie_143_haplotypes615
S_20_03587,SAMN36656906,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03587,LH_4,BELUGA,Delphinapterus,leucas,NA,NA,NA,NHS,Kimmirut,NA,NA,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02137,HL015,librairie_143_haplotypes615
S_20_03593,SAMN36656911,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03593,B92_LH_50,BELUGA,Delphinapterus,leucas,NA,35,M,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02140,HL012,librairie_143_haplotypes615
S_20_03592,SAMN36656910,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03592,B_92_96_IQ,BELUGA,Delphinapterus,leucas,NA,3,F,FRB,Iqaluit,NA,NA,1992,8,25,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02144,HL001,librairie_143_haplotypes615
S_20_03661,NA,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_03661,DL_IML_00001,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Riviere_Marralik,58.298056,-67.386667,2019,8,25,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_02148,HL001,librairie_143_haplotypes615
S_20_00835,SAMN36656292,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00835,NA99_DL_00_181,BELUGA,Delphinapterus,leucas,NA,NA,NA,SEH,Nastapoka_River,56.91,-76.54416667,1999,NA,NA,NA,NA,F,qPCR,S_Guillou,ADN_20_01188,HL009,librairie_143_haplotypes615
S_20_01085,SAMN37455120,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01085,NQDL_3056,BELUGA,Delphinapterus,leucas,NA,21,NA,SHS,Digges_Islands,62.56941,-77.85853,2001,10,20,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_01191,HL012,librairie_143_haplotypes615
S_20_01029,SAMN36656403,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01029,RB_B97_386,BELUGA,Delphinapterus,leucas,NA,NA,M,NHB,Repulse_Bay,NA,NA,1997,8,28,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01204,HL003,librairie_143_haplotypes615
S_20_01073,SAMN37454819,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01073,ARCH_00_1073,BELUGA,Delphinapterus,leucas,NA,22,M,NHB,Coral_Harbour_Nunaguluk,NA,NA,2000,9,22,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_01297,HL004,librairie_143_haplotypes615
S_20_00659,NA,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00659,ARCI_99_1005,BELUGA,Delphinapterus,leucas,NA,3,F,NWH,Chesterfield_Inlet_Pikeoleajuk,NA,NA,1999,8,10,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_04675,HL020,librairie_143_haplotypes615
S_20_01097,SAMN36656446,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01097,NQDL_3312,BELUGA,Delphinapterus,leucas,NA,19,NA,NEH,Cape_Smith,60.70583,-78.47769,2001,10,15,Puvirnituq,NA,F,qPCR,C_Bonnet,ADN_20_01323,HL001,librairie_143_haplotypes615
S_20_01104,SAMN37455122,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01104,NQDL_3050,BELUGA,Delphinapterus,leucas,NA,26,NA,SHS,Digges_Islands,62.60047,-77.82053,2001,10,22,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_01330,HL048,librairie_143_haplotypes615
S_20_00650,SAMN36656160,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00650,NQDL_3251,BELUGA,Delphinapterus,leucas,NA,29,NA,UNG,Aupaluk,59.50397,-69.69681,2001,7,5,Aupaluk,NA,F,qPCR,C_Bonnet,ADN_20_01737,HL001,librairie_143_haplotypes615
S_20_00683,SAMN36656181,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00683,ARAR_99_1024,BELUGA,Delphinapterus,leucas,NA,26,M,NWH,Arviat_Sentry Island,NA,NA,1999,8,11,Arviat,NA,U,qPCR,S_Guillou,ADN_20_01401,HL015,librairie_143_haplotypes615
S_20_01019,SAMN36656395,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01019,NQ03_5206,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Puvirnituq,60.02888889,-77.44305556,2003,9,18,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_01427,HL001,librairie_143_haplotypes615
S_20_01021,SAMN36656397,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01021,NQDL_4041,BELUGA,Delphinapterus,leucas,White,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2002,7,24,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_04160,HL002,librairie_143_haplotypes615
S_20_01000,SAMN36656382,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01000,NQ03_5044,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Pointe_Naujaat,61.04583333,-69.47305556,2003,6,17,Quaqtaq,NA,F,qPCR,C_Bonnet,ADN_20_03438,HL001,librairie_143_haplotypes615
S_20_00968,SAMN36656363,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00968,NQ04_6061,BELUGA,Delphinapterus,leucas,NA,14,NA,SHS,Ivujivik,62.418,-77.911,2004,10,6,Akulivik,NA,M,qPCR,C_Bonnet,ADN_20_04419,HL003,librairie_143_haplotypes615
S_20_00969,SAMN36656364,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00969,NQ04_6064,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Ivujivik,62.418,-77.911,2004,10,20,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_04420,HL001,librairie_143_haplotypes615
S_20_01031,SAMN36656405,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01031,ARRB_06_06,BELUGA,Delphinapterus,leucas,NA,NA,NA,NHB,Repulse_Bay,66.51300049,-83.92401123,2006,8,12,Naujaat,NA,U,qPCR,S_Guillou,ADN_20_01505,HL001,librairie_143_haplotypes615
S_20_03195,SAMN36656821,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03195,DL98_538,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Kuujjuaq,58.60277778,-68.26388889,1998,7,11,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01632,HL003,librairie_143_haplotypes615
S_20_01621,SAMN36656581,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01621,DL97_118,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Inukjuak,57.06,-76.665,1997,8,4,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01634,HL009,librairie_143_haplotypes615
S_20_03119,NA,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03119,DL97_334,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Kuujjuaq,58.55527,-68.19138,1997,7,26,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01642,HL012,librairie_143_haplotypes615
S_20_01624,SAMN36656584,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01624,DLUD_11,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,NA,NA,1995,7,14,NA,NA,F,qPCR,C_Bonnet,ADN_20_01665,HL018,librairie_143_haplotypes615
S_20_01135,SAMN36656459,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01135,GW94_03,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,55.28055,-77.7533,1994,7,25,Kuujjuaraapik,NA,F,qPCR,S_Guillou,ADN_20_01684,HL071,librairie_143_haplotypes615
S_20_02917,SAMN36656771,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02917,DL18_099,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Island_Qulluvik,60.159,-69.451,2018,6,24,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_03877,HL003,librairie_143_haplotypes615
S_20_03202,SAMN36656823,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03202,DL98_351,BELUGA,Delphinapterus,leucas,NA,23,M,SEH,Kuujjuarapik,55.41944444,-77.78611111,1998,7,17,Kuujjuaraapik,NA,M,qPCR,C_Bonnet,ADN_20_01694,HL050,librairie_143_haplotypes615
