"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_04029","lcWGS","SAMN36657001","OQ554303","Clade D","M",15,"Belcher Islands","Sanikiluaq",2016,7,1,NA,"HBSC",NA,NA,NA,NA,NA,0.632106,0.005389,0.048702,0.026837,0.219609,0.067357,NA,NA,NA,633849,639436.9,-0.0296
"S_20_04031","lcWGS","SAMN36657002","OQ554304","Clade D","M",41,"Belcher Islands","Renouf_island",2017,5,31,NA,"HBSC",NA,NA,NA,NA,NA,0.653889,0.013463,0.037634,0.039448,0.218928,0.036637,NA,NA,NA,634338,633291.5,0.00559
"S_20_04033","lcWGS","SAMN36657003","OQ554305","Clade C","M",53,"Belcher Islands","Renouf_island",2017,5,26,NA,"JB",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,638338,634901,0.01833
"S_20_04034","lcWGS","SAMN36657004","OQ554306","Clade C","M",25,"Belcher Islands","Sanikiluaq",2017,5,23,NA,"JB",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,638880,642771.5,-0.02051
"S_20_04048","lcWGS","SAMN36657005","OQ554307","Clade D","M",63,"Belcher Islands","Wiegand_Island",2017,10,11,NA,"HBSC",NA,NA,NA,NA,NA,0.643164,0.006295,0.038211,0.082745,0.186608,0.042977,NA,NA,NA,637503,642691.4,-0.02734
"S_20_04056","lcWGS","SAMN36657006","OQ554308","Clade D","M",NA,"Belcher Islands","Claw_Point_Kataluuk",2019,6,12,NA,"HBSC",NA,NA,NA,NA,NA,0.679811,0.023405,0.042057,0.034849,0.208487,0.011392,NA,NA,NA,635468,629832.4,0.03028
"S_20_04063","lcWGS","SAMN36657007","OQ554309","Clade D","M",NA,"Belcher Islands","Renouf_island",2019,10,29,NA,"HBSC",NA,NA,NA,NA,NA,0.62968,0.00001,0.079357,0.017023,0.220371,0.053559,NA,NA,NA,619691,642287.3,-0.11918
"S_20_04076","lcWGS","SAMN36657008","OQ554310","Clade D","F",NA,"Belcher Islands","Belcher Island",2020,5,25,NA,"HBSC",NA,NA,NA,NA,NA,0.64326,0.010213,0.051965,0.061869,0.209727,0.022966,NA,NA,NA,632927,631480.7,0.00774
"S_20_04087","lcWGS","SAMN36657009","OQ554311","Clade D","F",NA,"Belcher Islands","Sanikiluaq",2020,6,3,NA,"HBSC",NA,NA,NA,NA,NA,0.657112,0.013274,0.046149,0.039246,0.207989,0.036231,NA,NA,NA,639542,631286.2,0.04419
"S_20_04088","lcWGS","SAMN36657010","OQ554312","Clade D","F",NA,"Belcher Islands","Sanikiluaq",2020,6,3,NA,"HBSC",NA,NA,NA,NA,NA,0.677659,0.024775,0.049282,0.017691,0.201088,0.029505,NA,NA,NA,632275,627124.2,0.02777
"S_20_04091","lcWGS","SAMN36657011","OQ554313","Clade D","F",NA,"Belcher Islands","Sanikiluaq",2020,1,21,NA,"HBSC",NA,NA,NA,NA,NA,0.706274,0.006824,0.033216,0.040912,0.169425,0.04335,NA,NA,NA,626458,626635.2,-0.00095
"S_20_00622","Both","SAMN36656139","OQ553963","Clade C","F",NA,"James Bay","Pointe_de_Repentigny",2007,8,9,"JB","JB",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18710,18539.3,0.02788,642163,638167.8,0.02119
"S_20_00699","Both","SAMN36656192","MW316150    ",NA,"M",NA,"James Bay","Pointe_de_Repentigny",2007,8,25,"JB","JB",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18834,18512.1,0.05266,640431,635121.4,0.02829
"S_20_00710","Both","SAMN36656195","MW316145    ",NA,"F",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,10,"JB","JB",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18628,18507.7,0.01967,640810,639196.8,0.00855
"S_20_00711","Both","SAMN36656196","MW316148    ",NA,"M",NA,"James Bay","Pointe_de_Repentigny",2007,8,9,"JB","JB",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18861,18228.1,0.1048,624840,608564.2,0.09038
"S_20_00712","ddRADseq","SAMN36656197",NA,NA,"F",NA,"James Bay","Pointe_de_Repentigny",2007,8,14,"JB",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,18681,18253,0.07136,NA,NA,NA
"S_20_00806","ddRADseq","SAMN36656271",NA,NA,"M",NA,"James Bay","Bear_Island_Baie_James",2002,9,7,"HBSC",NA,0.094796,0.487661,0.389584,0.02795,0.00001,NA,NA,NA,NA,NA,NA,17812,17026.6,0.14387,NA,NA,NA
"S_20_00807","Both","SAMN36656272","OQ554005","Clade D","F",NA,"James Bay","Bear_Island_Baie_James",2002,9,7,"HBSC","HBSC",0.066137,0.696317,0.00001,0.076885,0.160651,0.78718,0.016286,0.007071,0.031858,0.157595,0.00001,18341,18509.7,-0.02761,626681,619900.6,0.03688
"S_20_00808","Both","SAMN36656273","OQ554006","Clade D","F",NA,"James Bay","Bear_Island_Baie_James",2002,9,7,"HBSC","HBSC",0.060555,0.577911,0.236049,0.067108,0.058377,0.610336,0.008746,0.017602,0.0724,0.258162,0.032753,18475,18518.2,-0.00706,637180,642276.3,-0.02687
"S_20_00809","Both","SAMN36656274","OQ554007","Clade D","F",NA,"James Bay","Bear_Island_Baie_James",2002,9,7,"HBSC","HBSC",0.064787,0.631537,0.114749,0.104928,0.083999,0.765517,0.009769,0.018856,0.04212,0.163282,0.000456,18363,18334.4,0.00472,639476,642580.7,-0.01637
"S_20_00810","Both","SAMN36656275","OQ554008","Clade D","F",NA,"James Bay","Bear_Island_Baie_James",2002,9,7,"HBSC","HBSC",0.098447,0.563949,0.195726,0.053657,0.088221,0.64123,0.013435,0.01812,0.089614,0.220861,0.016741,18368,18118.3,0.04176,638418,638984.8,-0.003
"S_20_01144","ddRADseq","SAMN36656464",NA,NA,"M",26,"James Bay","James_Bay",2003,7,22,"JB",NA,0.010558,0.00001,0.00001,0.989412,0.00001,NA,NA,NA,NA,NA,NA,18837,18174.6,0.11061,NA,NA,NA
"S_20_01154","Both","SAMN36656470","OQ554031","Clade C","M",22,"James Bay","James_Bay",2003,7,22,"JB","JB",0.00001,0.055466,0.00001,0.944504,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18697,18482.6,0.03508,644668,643603.6,0.0056
"S_20_02299","ddRADseq","SAMN36656704",NA,NA,"M",35,"James Bay","Long_Island",2004,10,12,"JB",NA,0.026772,0.057806,0.032657,0.852141,0.030625,NA,NA,NA,NA,NA,NA,18088,17704.9,0.06637,NA,NA,NA
"S_20_03444","lcWGS","SAMN36656850","OQ554213","Clade C","M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2009,7,29,NA,"JB",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,645950,642431.1,0.01855
"S_20_03446","ddRADseq","SAMN36656851",NA,NA,NA,NA,"James Bay","Pointe_de_Repentigny_James_Bay",2009,7,31,"JB",NA,0.00001,0.00001,0.00001,0.975689,0.024281,NA,NA,NA,NA,NA,NA,18740,18555.5,0.03011,NA,NA,NA
"S_20_03447","Both","SAMN36656852","MW316147    ",NA,"F",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2009,8,1,"JB","JB",0.007098,0.00001,0.00001,0.992872,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18393,17663.1,0.12572,640313,629788,0.0565
"S_20_03448","Both","SAMN36656853","OQ554215","Clade C","F",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2009,8,9,"JB","JB",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18774,18521.5,0.0413,639258,632180.9,0.03786
"S_20_03449","ddRADseq","SAMN36656854",NA,NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2009,8,9,"JB",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,18840,18417.2,0.06949,NA,NA,NA
"S_20_03450","ddRADseq","SAMN36656855",NA,NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,4,"JB",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19025,18530.3,0.08081,NA,NA,NA
"S_20_03451","ddRADseq","SAMN36656856",NA,NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,6,"JB",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,18846,18525.8,0.0523,NA,NA,NA
"S_20_03452","ddRADseq","SAMN36656857",NA,NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,8,"JB",NA,0.001228,0.00001,0.00001,0.998742,0.00001,NA,NA,NA,NA,NA,NA,18775,18483,0.04788,NA,NA,NA
"S_20_03453","Both","SAMN36656858","MW316151    ",NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,8,"JB","JB",0.00001,0.00001,0.034489,0.961637,0.003854,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,18850,18398.3,0.07424,642498,629496.4,0.06987
"S_20_03454","ddRADseq","SAMN36656859",NA,NA,"M",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,8,"JB",NA,0.000018,0.00001,0.00627,0.993692,0.00001,NA,NA,NA,NA,NA,NA,18723,18482.1,0.03944,NA,NA,NA
"S_20_03455","Both","SAMN36656860","MW316146    ",NA,"F",NA,"James Bay","Pointe_de_Repentigny_James_Bay",2008,8,16,"JB","JB",0.048361,0.00001,0.00001,0.951609,0.00001,0.00001,0.00001,0.964396,0.020955,0.00001,0.014619,18752,18507,0.04005,636876,641551.5,-0.02468
"S_20_03507","ddRADseq","SAMN36656872",NA,NA,"F",NA,"James Bay","Pointe_de_Repentigny",2007,8,14,"JB",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,18913,18486.3,0.06984,NA,NA,NA
"S_20_00629","ddRADseq","SAMN36656144",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2004,7,24,"HBSC",NA,0.061398,0.62517,0.199505,0.054751,0.059176,NA,NA,NA,NA,NA,NA,18232,18246.5,-0.0024,NA,NA,NA
"S_20_00630","ddRADseq","SAMN36656145",NA,NA,"F",NA,"South West Hudson Bay","Nelson_River",2004,7,25,"HBSC",NA,0.036305,0.519333,0.262637,0.119669,0.062055,NA,NA,NA,NA,NA,NA,18446,18369.9,0.01256,NA,NA,NA
"S_20_00632","ddRADseq","SAMN36656146",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2004,7,27,"HBSC",NA,0.074305,0.545555,0.261483,0.069024,0.049633,NA,NA,NA,NA,NA,NA,18375,18057.3,0.05322,NA,NA,NA
"S_20_00633","ddRADseq","SAMN36656147",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2005,7,30,"HBSC",NA,0.102769,0.469472,0.221213,0.12989,0.076656,NA,NA,NA,NA,NA,NA,18604,18499.2,0.01713,NA,NA,NA
"S_20_00770","Both","SAMN36656241","MW316245    ",NA,"M",NA,"South West Hudson Bay","Nelson_River",2003,7,30,"HBSC","HBSC",0.058027,0.569574,0.252634,0.048607,0.071159,0.531813,0.01936,0.027735,0.131106,0.254257,0.035729,18234,18390.3,-0.02575,629173,627227,0.01048
"S_20_00771","ddRADseq","SAMN36656242",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2003,8,4,"HBSC",NA,0.053277,0.477552,0.258015,0.138599,0.072558,NA,NA,NA,NA,NA,NA,18488,18487.8,0.00003,NA,NA,NA
"S_20_00772","ddRADseq","SAMN36656243",NA,NA,"F",NA,"South West Hudson Bay","Nelson_River",2003,8,3,"HBSC",NA,0.040259,0.585708,0.230616,0.046639,0.096778,NA,NA,NA,NA,NA,NA,18390,18439.8,-0.00816,NA,NA,NA
"S_20_00775","ddRADseq","SAMN36656244",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2005,7,23,"HBSC",NA,0.050584,0.645044,0.227981,0.024127,0.052264,NA,NA,NA,NA,NA,NA,17784,17813.8,-0.00505,NA,NA,NA
"S_20_00779","ddRADseq","SAMN36656248",NA,NA,"F",NA,"South West Hudson Bay","Nelson_River",2002,7,13,"HBSC",NA,0.042289,0.596509,0.252091,0.046561,0.06255,NA,NA,NA,NA,NA,NA,18484,18523.2,-0.00642,NA,NA,NA
"S_20_00788","ddRADseq","SAMN36656254",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2004,7,24,"HBSC",NA,0.056207,0.60216,0.213862,0.002892,0.124879,NA,NA,NA,NA,NA,NA,18422,18469.2,-0.00773,NA,NA,NA
"S_20_00812","ddRADseq","SAMN36656277",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2004,7,26,"HBSC",NA,0.047144,0.4857,0.347198,0.033165,0.086793,NA,NA,NA,NA,NA,NA,18373,18410.5,-0.00617,NA,NA,NA
"S_20_00813","ddRADseq","SAMN36656278",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2003,8,5,"HBSC",NA,0.035908,0.586467,0.212959,0.058162,0.106504,NA,NA,NA,NA,NA,NA,18348,18514.5,-0.02721,NA,NA,NA
"S_20_01214","ddRADseq","SAMN36656484",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2005,7,30,"HBSC",NA,0.060442,0.587192,0.312523,0.023611,0.016233,NA,NA,NA,NA,NA,NA,18532,18228.7,0.05061,NA,NA,NA
"S_20_03506","ddRADseq","SAMN36656871",NA,NA,"M",NA,"South West Hudson Bay","Nelson_River",2004,7,27,"HBSC",NA,0.025925,0.624254,0.239014,0.056565,0.054242,NA,NA,NA,NA,NA,NA,18324,18480.2,-0.02562,NA,NA,NA
"S_20_00603","ddRADseq","SAMN36656123",NA,NA,"F",5,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.047994,0.506518,0.232661,0.111549,0.101278,NA,NA,NA,NA,NA,NA,18492,18472.7,0.00315,NA,NA,NA
"S_20_00604","ddRADseq","SAMN36656124",NA,NA,"M",9,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.02921,0.607845,0.240372,0.082217,0.040356,NA,NA,NA,NA,NA,NA,18466,18526.4,-0.00988,NA,NA,NA
"S_20_00605","ddRADseq","SAMN36656125",NA,NA,"M",45,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.060596,0.594526,0.313283,0.014243,0.017352,NA,NA,NA,NA,NA,NA,18422,18151.1,0.04547,NA,NA,NA
"S_20_00606","ddRADseq","SAMN36656126",NA,NA,"F",11,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.041551,0.604072,0.26582,0.041318,0.047239,NA,NA,NA,NA,NA,NA,18406,18510.7,-0.01714,NA,NA,NA
"S_20_00607","ddRADseq","SAMN36656127",NA,NA,"M",23,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.039313,0.54952,0.28219,0.029152,0.099825,NA,NA,NA,NA,NA,NA,18399,18102.4,0.05004,NA,NA,NA
"S_20_00608","ddRADseq","SAMN36656128",NA,NA,"F",9,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.025586,0.580958,0.32614,0.002933,0.064382,NA,NA,NA,NA,NA,NA,18252,18346.2,-0.01555,NA,NA,NA
"S_20_00609","ddRADseq","SAMN36656129",NA,NA,"F",35,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.093053,0.569181,0.22908,0.050434,0.058252,NA,NA,NA,NA,NA,NA,18454,17999.6,0.07642,NA,NA,NA
"S_20_00610","ddRADseq","SAMN36656130",NA,NA,"F",35,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.0241,0.617016,0.281768,0.062049,0.015067,NA,NA,NA,NA,NA,NA,18308,18409.6,-0.01669,NA,NA,NA
"S_20_00611","ddRADseq","SAMN36656131",NA,NA,"M",15,"North Western Hudson Bay","Arviat",2003,8,9,"HBSC",NA,0.000298,0.457246,0.231495,0.16085,0.150111,NA,NA,NA,NA,NA,NA,18445,18189.5,0.04244,NA,NA,NA
"S_20_00614","ddRADseq","SAMN36656132",NA,NA,"M",11,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC",NA,0.162615,0.530761,0.26015,0.03047,0.016004,NA,NA,NA,NA,NA,NA,17218,15988.5,0.23997,NA,NA,NA
"S_20_00615","ddRADseq","SAMN36656133",NA,NA,"M",15,"North Western Hudson Bay","Arviat",2003,8,9,"HBSC",NA,0.081158,0.460458,0.238982,0.157137,0.062265,NA,NA,NA,NA,NA,NA,18648,18519.2,0.02107,NA,NA,NA
"S_20_00616","ddRADseq","SAMN36656134",NA,NA,"F",22,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC",NA,0.03001,0.51684,0.301564,0.080394,0.071192,NA,NA,NA,NA,NA,NA,18343,18545.9,-0.03312,NA,NA,NA
"S_20_00617","ddRADseq","SAMN36656135",NA,NA,"M",24,"North Western Hudson Bay","Arviat",2003,8,13,"HBSC",NA,0.05849,0.587841,0.263993,0.055407,0.034268,NA,NA,NA,NA,NA,NA,18404,18497.1,-0.01523,NA,NA,NA
"S_20_00618","ddRADseq","SAMN36656136",NA,NA,"F",16,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.041056,0.585076,0.27712,0.076806,0.019942,NA,NA,NA,NA,NA,NA,18421,18372,0.0081,NA,NA,NA
"S_20_00654","ddRADseq","SAMN36656163",NA,NA,"F",12,"North Western Hudson Bay","Arviat_west of McConnel River",1999,8,11,"HBSC",NA,0.057323,0.459423,0.209138,0.194397,0.07972,NA,NA,NA,NA,NA,NA,18497,18556.6,-0.00972,NA,NA,NA
"S_20_00656","ddRADseq","SAMN36656164",NA,NA,"M",21,"North Western Hudson Bay","Arviat",1999,8,11,"HBSC",NA,0.035879,0.605763,0.213379,0.107716,0.037262,NA,NA,NA,NA,NA,NA,17974,18307.6,-0.05539,NA,NA,NA
"S_20_00657","Both","SAMN36656165","OQ553964","Clade C","M",9,"North Western Hudson Bay","Arviat_Sentry Island",1999,8,12,"CS","CS",0.00001,0.00001,0.918981,0.00001,0.080989,0.0263,0.00001,0.005873,0.752933,0.10497,0.109915,18165,18060.7,0.01766,636067,638569.3,-0.01326
"S_20_00658","ddRADseq","SAMN36656166",NA,NA,"F",39,"North Western Hudson Bay","Arviat_McConnel River",1999,8,11,"HBSC",NA,0.025489,0.580807,0.286559,0.107136,0.00001,NA,NA,NA,NA,NA,NA,18468,18470.9,-0.00047,NA,NA,NA
"S_20_00676","ddRADseq","SAMN36656177",NA,NA,"M",NA,"North Western Hudson Bay","Churchill",1992,7,5,"HBSC",NA,0.094484,0.393774,0.288787,0.166167,0.056788,NA,NA,NA,NA,NA,NA,17602,17430.2,0.03043,NA,NA,NA
"S_20_00678","Both","SAMN36656178","MW316239    ",NA,"M",NA,"North Western Hudson Bay","Churchill",1992,7,4,"HBSC","HBSC",0.106602,0.284061,0.288225,0.250355,0.070757,0.455497,0.022967,0.223397,0.074946,0.164175,0.059018,17350,17133.2,0.03928,624787,610518.3,0.07858
"S_20_00681","Both","SAMN36656179","OQ553971","Clade D",NA,26,"North Western Hudson Bay","Arviat_McConnel River",1999,8,11,"HBSC","HBSC",0.014765,0.539774,0.316497,0.128955,0.00001,0.642289,0.01629,0.037916,0.072732,0.194537,0.036236,18392,18476,-0.01379,633034,618206.7,0.08093
"S_20_00682","lcWGS","SAMN36656180","OQ553972","Clade D","M",4,"North Western Hudson Bay","Arviat",1999,8,11,NA,"HBSC",NA,NA,NA,NA,NA,0.607274,0.01415,0.005974,0.092823,0.26055,0.01923,NA,NA,NA,615889,602540.5,0.0743
"S_20_00683","ddRADseq","SAMN36656181",NA,NA,NA,26,"North Western Hudson Bay","Arviat_Sentry Island",1999,8,11,"HBSC",NA,0.062966,0.591011,0.26453,0.022901,0.058593,NA,NA,NA,NA,NA,NA,18034,17981.5,0.00894,NA,NA,NA
"S_20_00684","ddRADseq","SAMN36656182",NA,NA,"F",39,"North Western Hudson Bay","Chesterfield_Inlet_Baker Foreland",1997,8,17,"HBSC",NA,0.018057,0.648989,0.199309,0.089607,0.044038,NA,NA,NA,NA,NA,NA,18235,18497.7,-0.04301,NA,NA,NA
"S_20_00685","ddRADseq","SAMN36656183",NA,NA,"M",29,"North Western Hudson Bay","Chesterfield_Inlet_Josephine_River",1999,8,22,"HBSC",NA,0.10159,0.457655,0.336472,0.077467,0.026816,NA,NA,NA,NA,NA,NA,17788,17379.1,0.07291,NA,NA,NA
"S_20_00686","ddRADseq","SAMN36656184",NA,NA,"M",25,"North Western Hudson Bay","Chesterfield_Inlet_Josephine_River",1999,8,22,"HBSC",NA,0.046764,0.551129,0.309612,0.058166,0.034329,NA,NA,NA,NA,NA,NA,18404,18444.4,-0.00664,NA,NA,NA
"S_20_00687","ddRADseq","SAMN36656185",NA,NA,"M",27,"North Western Hudson Bay","Arviat_McConnel River",1999,8,11,"HBSC",NA,0.067191,0.612923,0.241426,0.032864,0.045596,NA,NA,NA,NA,NA,NA,17976,18383.3,-0.06723,NA,NA,NA
"S_20_00780","ddRADseq","SAMN36656249",NA,NA,"F",15,"North Western Hudson Bay","Coral Harbour_Ruin Point",2001,9,3,"HBSC",NA,0.048996,0.537475,0.275383,0.084853,0.053292,NA,NA,NA,NA,NA,NA,18536,18319.4,0.03589,NA,NA,NA
"S_20_00789","ddRADseq","SAMN36656255",NA,NA,"M",42,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.031655,0.627848,0.242321,0.037601,0.060576,NA,NA,NA,NA,NA,NA,18189,18037.2,0.02567,NA,NA,NA
"S_20_00790","ddRADseq","SAMN36656256",NA,NA,"M",28,"North Western Hudson Bay","Arviat",2003,8,27,"HBSC",NA,0.055197,0.548305,0.303126,0.062915,0.030457,NA,NA,NA,NA,NA,NA,18395,18370.7,0.00403,NA,NA,NA
"S_20_00791","ddRADseq","SAMN36656257",NA,NA,"F",17,"North Western Hudson Bay","Arviat",2003,8,6,"HBSC",NA,0.064819,0.540421,0.332742,0.062008,0.00001,NA,NA,NA,NA,NA,NA,18498,18486,0.00197,NA,NA,NA
"S_20_00792","Both","SAMN36656258","OQ554002","Clade D","M",24,"North Western Hudson Bay","Arviat",2003,8,10,"HBSC","HBSC",0.039998,0.621213,0.212774,0.073802,0.052213,0.678236,0.019291,0.023803,0.036979,0.20198,0.03971,18480,18511.1,-0.0051,626308,615019.9,0.06192
"S_20_00793","ddRADseq","SAMN36656259",NA,NA,"F",29,"North Western Hudson Bay","Arviat",2003,8,4,"HBSC",NA,0.044801,0.631057,0.234615,0.037887,0.05164,NA,NA,NA,NA,NA,NA,18422,18406.7,0.00252,NA,NA,NA
"S_20_00794","ddRADseq","SAMN36656260",NA,NA,"M",6,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC",NA,0.025738,0.676853,0.238901,0.046661,0.011846,NA,NA,NA,NA,NA,NA,18355,18535.8,-0.02953,NA,NA,NA
"S_20_00795","Both","SAMN36656261","OQ554003","Clade D","F",24,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC","HBSC",0.042752,0.681209,0.197626,0.047639,0.030774,0.658561,0.00001,0.014198,0.035374,0.256408,0.035448,18473,18460.1,0.00212,637921,639704.7,-0.00944
"S_20_00797","ddRADseq","SAMN36656262",NA,NA,"M",27,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.001872,0.567235,0.297474,0.122213,0.011206,NA,NA,NA,NA,NA,NA,18338,18515.2,-0.02898,NA,NA,NA
"S_20_00798","ddRADseq","SAMN36656263",NA,NA,"M",18,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.070672,0.605951,0.24335,0.029725,0.050302,NA,NA,NA,NA,NA,NA,18519,18452.9,0.01084,NA,NA,NA
"S_20_00799","ddRADseq","SAMN36656264",NA,NA,"F",23,"North Western Hudson Bay","Arviat",2003,8,17,"HBSC",NA,0.058257,0.615083,0.195048,0.065291,0.066321,NA,NA,NA,NA,NA,NA,18263,18192,0.01182,NA,NA,NA
"S_20_00800","ddRADseq","SAMN36656265",NA,NA,"M",7,"North Western Hudson Bay","Arviat",2003,8,15,"HBSC",NA,0.056166,0.559984,0.239484,0.053269,0.091098,NA,NA,NA,NA,NA,NA,18359,17948.9,0.06995,NA,NA,NA
"S_20_00801","ddRADseq","SAMN36656266",NA,NA,"M",15,"North Western Hudson Bay","Arviat",2003,8,NA,"HBSC",NA,0.106917,0.512699,0.288569,0.034158,0.057658,NA,NA,NA,NA,NA,NA,18108,17410.3,0.12382,NA,NA,NA
"S_20_00802","ddRADseq","SAMN36656267",NA,NA,"M",16,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC",NA,0.093834,0.549342,0.231704,0.022788,0.102332,NA,NA,NA,NA,NA,NA,18418,18156.8,0.04382,NA,NA,NA
"S_20_00803","ddRADseq","SAMN36656268",NA,NA,"M",13,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC",NA,0.038696,0.502395,0.347144,0.071837,0.039928,NA,NA,NA,NA,NA,NA,18437,18144.2,0.04925,NA,NA,NA
"S_20_00804","Both","SAMN36656269","OQ554004","Clade D","M",4,"North Western Hudson Bay","Arviat",2003,8,14,"HBSC","HBSC",0.021178,0.535318,0.302505,0.115334,0.025665,0.550138,0.00001,0.059536,0.088652,0.232323,0.069342,18306,18425.3,-0.01965,620490,653058.4,-0.16928
"S_20_00805","ddRADseq","SAMN36656270",NA,NA,"M",14,"North Western Hudson Bay","Arviat",2003,8,9,"HBSC",NA,0.089006,0.439852,0.228368,0.1624,0.080374,NA,NA,NA,NA,NA,NA,18519,18068.5,0.07607,NA,NA,NA
"S_20_00811","Both","SAMN36656276","OQ554009","Clade D","F",NA,"North Western Hudson Bay","Churchill",2002,NA,NA,"HBSC","HBSC",0.037921,0.501433,0.260496,0.144321,0.055829,0.485631,0.019993,0.135704,0.11191,0.232281,0.014482,18417,18511.9,-0.01552,633485,630786,0.01447
"S_20_00828","ddRADseq","SAMN36656285",NA,NA,"F",18,"North Western Hudson Bay","Chesterfield_Inlet",1999,9,18,"HBSC",NA,0.040661,0.646896,0.154481,0.104154,0.053808,NA,NA,NA,NA,NA,NA,17931,18414,-0.07969,NA,NA,NA
"S_20_00829","ddRADseq","SAMN36656286",NA,NA,"M",36,"North Western Hudson Bay","Chesterfield_Inlet",1999,9,22,"HBSC",NA,0.062323,0.614669,0.210297,0.079513,0.033198,NA,NA,NA,NA,NA,NA,18632,18301.3,0.05494,NA,NA,NA
"S_20_00830","Both","SAMN36656287","OQ554010","Clade D","F",29,"North Western Hudson Bay","Chesterfield_Inlet",1999,9,22,"HBSC","HBSC",0.041311,0.665277,0.188924,0.039619,0.064869,0.601993,0.007351,0.016338,0.081238,0.248564,0.044516,18204,18452.8,-0.0409,634587,637751.4,-0.01679
"S_20_00831","ddRADseq","SAMN36656288",NA,NA,"M",34,"North Western Hudson Bay","Chesterfield_Inlet",1999,9,18,"HBSC",NA,0.063805,0.590339,0.2716,0.074245,0.00001,NA,NA,NA,NA,NA,NA,17664,17455.4,0.037,NA,NA,NA
