Fasta Header,SampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Region2,Harvest Region,SampleID,Mitochondrial clade
214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.mito (bases 1 to 16386),S_20_01394,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01394,Clade D
MW316177:Canada.RepulseBay (bases 1 to 16386),,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,MW316177:Canada.RepulseBay (bases 1 to 16386),Canada: North Hudson Bay,,Clade D
12.REB.2015.BELUGA.ADN_20_05531.S_20_04130.mito (bases 1 to 16386),S_20_04130,-2.043678779,-1.386805857,0.044718424,-0.447539429,0.207182544,0.01460247,-0.599148808,0.120822355,0.028650264,-0.023135419,12.REB.2015.BELUGA.ADN_20_05531.S_20_04130.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_04130,Clade D
MW316173:Canada.RepulseBay (bases 1 to 16386),,-2.177187511,-1.379460837,0.332208974,0.865432696,-0.097314403,0.190515257,0.105063763,-0.106578833,0.165677579,0.117135158,MW316173:Canada.RepulseBay (bases 1 to 16386),Canada: North Hudson Bay,,Clade D
216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.mito (bases 1 to 16386),S_20_01413,-2.177187511,-1.379460837,0.332208974,0.865432696,-0.097314403,0.190515257,0.105063763,-0.106578833,0.165677579,0.117135158,216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01413,Clade D
212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.mito (bases 1 to 16386),S_20_01393,-2.124668472,-1.366894151,0.027184813,-0.393056065,0.18104866,-0.00028212,-0.438643438,0.087743635,0.004988696,-0.014317536,212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01393,Clade D
MW316176:Canada.RepulseBay (bases 1 to 16384),,-2.12380489,-1.363347909,0.019621256,-0.419425473,0.200443071,0.000649064,-0.468013539,0.089015196,-0.00346448,-0.015129752,MW316176:Canada.RepulseBay (bases 1 to 16384),Canada: North Hudson Bay,,Clade D
195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.mito (bases 1 to 16386),S_20_00944,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_00944,Clade D
200.NHB.2000.BELUGA.ADN_20_04748.S_20_01062.mito (bases 1 to 16386),S_20_01062,-2.115655516,-1.208899413,0.129541651,-0.15426446,0.483552625,0.247749848,-0.522627579,0.014767005,0.168336825,0.124349708,200.NHB.2000.BELUGA.ADN_20_04748.S_20_01062.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01062,Clade D
MW316174:Canada.RepulseBay (bases 1 to 16386),,9.647712284,-0.507499434,0.018960663,-0.545481339,-0.8775973,0.250177355,0.009955883,-0.466688698,0.096585849,0.255993788,MW316174:Canada.RepulseBay (bases 1 to 16386),Canada: North Hudson Bay,,Clade A
MW316179:Canada.RepulseBay (bases 1 to 16385),,9.643799772,-0.505625586,-0.019666961,-0.240863339,-0.30220151,-0.042871462,0.247855151,0.639882648,-0.011961122,0.002345941,MW316179:Canada.RepulseBay (bases 1 to 16385),Canada: North Hudson Bay,,Clade A
MW316175:Canada.RepulseBay (bases 1 to 16386),,9.598426242,-0.501640544,0.23999401,-0.596982305,-1.118646546,0.342956472,-0.252412189,-0.840347956,0.072072974,0.125227128,MW316175:Canada.RepulseBay (bases 1 to 16386),Canada: North Hudson Bay,,Clade A
207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.mito (bases 1 to 16386),S_20_01259,9.601720544,-0.498212043,0.244186265,-0.606229803,-1.131919227,0.34518903,-0.255636263,-0.81308586,0.104069211,0.107124349,207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01259,Clade A
201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.mito (bases 1 to 16386),S_20_01391,-1.207028218,3.570024697,0.436254188,-0.011602002,0.128943151,0.024979991,0.022750552,-0.066484416,0.65210581,-0.012827262,201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01391,Clade C
218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.mito (bases 1 to 16386),S_20_01359,-1.099551457,3.856408769,0.257221783,-0.465751975,-0.621071231,-2.623546561,-0.035384203,-0.270286533,-0.970658354,0.209548774,218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01359,Clade C
197.NHB.1999.BELUGA.ADN_20_01276.S_20_01052.mito (bases 1 to 16386),S_20_01052,-1.113303817,3.858958418,0.255023768,-0.465609345,-0.619973816,-2.623501275,-0.0350212,-0.270283573,-0.970401559,0.208616195,197.NHB.1999.BELUGA.ADN_20_01276.S_20_01052.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01052,Clade C
221.NHS.2009.BELUGA.ADN_20_04800.S_20_01339.mito (bases 1 to 16387),S_20_01339,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,221.NHS.2009.BELUGA.ADN_20_04800.S_20_01339.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01339,Clade D
229.NHS.2001.BELUGA.ADN_20_04788.S_20_01357.mito (bases 1 to 16387),S_20_01357,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,229.NHS.2001.BELUGA.ADN_20_04788.S_20_01357.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01357,Clade D
234.NHS.1996.BELUGA.ADN_20_04910.S_20_01463.mito (bases 1 to 16387),S_20_01463,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,234.NHS.1996.BELUGA.ADN_20_04910.S_20_01463.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01463,Clade D
235.NHS.1996.BELUGA.ADN_20_04913.S_20_01466.mito (bases 1 to 16387),S_20_01466,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,235.NHS.1996.BELUGA.ADN_20_04913.S_20_01466.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01466,Clade D
222.NHS.2009.BELUGA.ADN_20_04798.S_20_01337.mito (bases 1 to 16387),S_20_01337,-2.19215206,-1.543610135,0.253693009,0.708028902,-0.423854602,-0.013563874,0.198409844,-0.047685935,0.006664595,0.026881418,222.NHS.2009.BELUGA.ADN_20_04798.S_20_01337.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01337,Clade D
223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.mito (bases 1 to 16387),S_20_01453,-2.19215206,-1.543610135,0.253693009,0.708028902,-0.423854602,-0.013563874,0.198409844,-0.047685935,0.006664595,0.026881418,223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01453,Clade D
237.NHS.2001.BELUGA.ADN_20_04786.S_20_01355.mito (bases 1 to 16387),S_20_01355,-2.186030539,-1.528227609,0.227667926,0.61045373,-0.384200745,-0.040695994,0.163345579,-0.031045926,-0.016103962,-0.014481641,237.NHS.2001.BELUGA.ADN_20_04786.S_20_01355.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01355,Clade D
236.NHS.2001.BELUGA.ADN_20_04781.S_20_01350.mito (bases 1 to 16386),S_20_01350,-2.184532667,-1.527205308,0.226299105,0.602412767,-0.382268743,-0.040440815,0.163945862,-0.014707366,-0.014937168,-0.014971029,236.NHS.2001.BELUGA.ADN_20_04781.S_20_01350.mito (bases 1 to 16386),Canada: North Hudson Strait,S_20_01350,Clade D
225.NHS.1993.BELUGA.ADN_20_04674.S_20_01278.mito (bases 1 to 16387),S_20_01278,-2.187974327,-1.523846468,0.235484138,0.620748306,-0.388767447,-0.031460657,0.153572929,-0.029188778,0.01550087,-0.022232584,225.NHS.1993.BELUGA.ADN_20_04674.S_20_01278.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01278,Clade D
226.NHS.1994.BELUGA.ADN_20_04956.S_20_01489.mito (bases 1 to 16387),S_20_01489,-2.187974327,-1.523846468,0.235484138,0.620748306,-0.388767447,-0.031460657,0.153572929,-0.029188778,0.01550087,-0.022232584,226.NHS.1994.BELUGA.ADN_20_04956.S_20_01489.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01489,Clade D
233.NHS.1994.BELUGA.ADN_20_04961.S_20_01494.mito (bases 1 to 16387),S_20_01494,-2.187974327,-1.523846468,0.235484138,0.620748306,-0.388767447,-0.031460657,0.153572929,-0.029188778,0.01550087,-0.022232584,233.NHS.1994.BELUGA.ADN_20_04961.S_20_01494.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01494,Clade D
227.NHS.1994.BELUGA.ADN_20_04952.S_20_01486.mito (bases 1 to 16387),S_20_01486,-2.18246442,-1.391444649,0.352972076,0.954939685,-0.126081942,0.219799518,0.131595803,-0.127945279,0.182468216,0.160989707,227.NHS.1994.BELUGA.ADN_20_04952.S_20_01486.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01486,Clade D
232.NHS.1994.BELUGA.ADN_20_04953.S_20_01487.mito (bases 1 to 16387),S_20_01487,-2.18246442,-1.391444649,0.352972076,0.954939685,-0.126081942,0.219799518,0.131595803,-0.127945279,0.182468216,0.160989707,232.NHS.1994.BELUGA.ADN_20_04953.S_20_01487.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01487,Clade D
224.NHS.1991.BELUGA.ADN_20_04945.S_20_01482.mito (bases 1 to 16387),S_20_01482,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,224.NHS.1991.BELUGA.ADN_20_04945.S_20_01482.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01482,Clade D
228.NHS.1996.BELUGA.ADN_20_04977.S_20_01507.mito (bases 1 to 16387),S_20_01507,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,228.NHS.1996.BELUGA.ADN_20_04977.S_20_01507.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01507,Clade D
238.NHS.2002.BELUGA.ADN_20_04793.S_20_01346.mito (bases 1 to 16387),S_20_01346,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,238.NHS.2002.BELUGA.ADN_20_04793.S_20_01346.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_01346,Clade D
239.NHS.1996.BELUGA.ADN_20_05981.S_20_03503.mito (bases 1 to 16387),S_20_03503,-2.161976463,-1.383669163,0.334931466,0.860152563,-0.095868037,0.19135939,0.090653319,-0.103076121,0.165823513,0.11748395,239.NHS.1996.BELUGA.ADN_20_05981.S_20_03503.mito (bases 1 to 16387),Canada: North Hudson Strait,S_20_03503,Clade D
230.NHS.2008.BELUGA.ADN_20_05016.S_20_01386.mito (bases 1 to 16386),S_20_01386,-2.117443288,-1.357561753,0.024962904,-0.423915351,0.169223804,0.009074637,-0.451325702,0.088648197,0.030782814,-0.027223905,230.NHS.2008.BELUGA.ADN_20_05016.S_20_01386.mito (bases 1 to 16386),Canada: North Hudson Strait,S_20_01386,Clade D
231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.mito (bases 1 to 16386),S_20_01528,9.683802825,-0.504570692,-0.01414097,-0.305578633,-0.39512709,-0.061288003,0.418398279,1.305702025,0.086451775,-0.05668239,231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.mito (bases 1 to 16386),Canada: North Hudson Strait,S_20_01528,Clade A
2.RES.1996.BELUGA.ADN_20_05520.S_20_04119.mito (bases 1 to 16386),S_20_04119,-2.191595375,-1.543335622,0.244094587,0.684259571,-0.434781841,-0.049636215,0.234715717,-0.055948354,-0.024431632,-0.029417924,2.RES.1996.BELUGA.ADN_20_05520.S_20_04119.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_04119,Clade D
MW316114:Canada.CunninghamInlet (bases 1 to 16386),,-2.191215348,-1.542615776,0.24461059,0.694051693,-0.440215109,-0.051386334,0.21809856,-0.044914769,-0.023763724,-0.025524227,MW316114:Canada.CunninghamInlet (bases 1 to 16386),Canada: Resolute Passage,,Clade D
1.RES.1996.BELUGA.ADN_20_05522.S_20_04121.mito (bases 1 to 16386),S_20_04121,-2.19098993,-1.541990286,0.243874128,0.690413514,-0.437778046,-0.05092016,0.215745482,-0.044331654,-0.023432633,-0.025054761,1.RES.1996.BELUGA.ADN_20_05522.S_20_04121.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_04121,Clade D
MT251225:Canada.CunninghamInlet (bases 1 to 16386),,-2.19098993,-1.541990286,0.243874128,0.690413514,-0.437778046,-0.05092016,0.215745482,-0.044331654,-0.023432633,-0.025054761,MT251225:Canada.CunninghamInlet (bases 1 to 16386),Canada: Resolute Passage,,Clade D
MW316111:Canada.CunninghamInlet (bases 1 to 16386),,-2.19098993,-1.541990286,0.243874128,0.690413514,-0.437778046,-0.05092016,0.215745482,-0.044331654,-0.023432633,-0.025054761,MW316111:Canada.CunninghamInlet (bases 1 to 16386),Canada: Resolute Passage,,Clade D
MW316115:Canada.CunninghamInlet (bases 1 to 16385),,-2.19098993,-1.541990286,0.243874128,0.690413514,-0.437778046,-0.05092016,0.215745482,-0.044331654,-0.023432633,-0.025054761,MW316115:Canada.CunninghamInlet (bases 1 to 16385),Canada: Resolute Passage,,Clade D
MW316117:Canada.GriseFjord (bases 1 to 16384),,-2.19031343,-1.540111237,0.241646201,0.679377154,-0.430374271,-0.049498992,0.208266018,-0.042362808,-0.022386602,-0.02348904,MW316117:Canada.GriseFjord (bases 1 to 16384),Canada: Resolute Passage,,Clade D
3.RES.2012.BELUGA.ADN_20_05003.S_20_01530.mito (bases 1 to 16386),S_20_01530,-2.190088106,-1.539486762,0.240918664,0.675815898,-0.427991687,-0.04904994,0.206019024,-0.041812824,-0.022074699,-0.023057008,3.RES.2012.BELUGA.ADN_20_05003.S_20_01530.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_01530,Clade D
MW316120:Canada.GriseFjord (bases 1 to 16381),,-2.18710152,-1.532194624,0.233992232,0.623509406,-0.395776024,-0.040853643,0.173258126,-0.027971899,-0.00758215,-0.014015774,MW316120:Canada.GriseFjord (bases 1 to 16381),Canada: Resolute Passage,,Clade D
MW316112:Canada.CunninghamInlet (bases 1 to 16385),,-2.186915801,-1.530723726,0.228450926,0.624822694,-0.389027705,-0.045048057,0.1805693,-0.016631171,-0.015993287,-0.007294632,MW316112:Canada.CunninghamInlet (bases 1 to 16385),Canada: Resolute Passage,,Clade D
7.RES.2007.BELUGA.ADN_20_05497.S_20_04096.mito (bases 1 to 16387),S_20_04096,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,7.RES.2007.BELUGA.ADN_20_05497.S_20_04096.mito (bases 1 to 16387),Canada: Resolute Passage,S_20_04096,Clade D
MW316118:Canada.GriseFjord (bases 1 to 16386),,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,MW316118:Canada.GriseFjord (bases 1 to 16386),Canada: Resolute Passage,,Clade D
MW316125:Canada.GriseFjord (bases 1 to 16385),,-2.042094948,-1.389993862,0.053001598,-0.329877097,0.163283155,0.032235665,-0.434378478,0.066955873,0.012039017,0.033849777,MW316125:Canada.GriseFjord (bases 1 to 16385),Canada: Resolute Passage,,Clade D
MW316113:Canada.CunninghamInlet (bases 1 to 16382),,-2.125337966,-1.367240106,0.020049517,-0.43584258,0.208759441,0.000695696,-0.508529819,0.098570397,-0.003866789,-0.017619871,MW316113:Canada.CunninghamInlet (bases 1 to 16382),Canada: Resolute Passage,,Clade D
5.RES.2003.BELUGA.ADN_20_04662.S_20_01266.mito (bases 1 to 16386),S_20_01266,-2.125336115,-1.367235999,0.020049903,-0.435824333,0.208750403,0.000695214,-0.508490346,0.098561729,-0.003868426,-0.01761615,5.RES.2003.BELUGA.ADN_20_04662.S_20_01266.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_01266,Clade D
6.RES.2007.BELUGA.ADN_20_05496.S_20_04095.mito (bases 1 to 16386),S_20_04095,-2.125336115,-1.367235999,0.020049903,-0.435824333,0.208750403,0.000695214,-0.508490346,0.098561729,-0.003868426,-0.01761615,6.RES.2007.BELUGA.ADN_20_05496.S_20_04095.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_04095,Clade D
4.RES.2001.BELUGA.ADN_20_04943.S_20_01428.mito (bases 1 to 16386),S_20_01428,-1.81170898,-0.921209871,-0.342047802,-1.176808395,0.970371929,0.015774285,1.581148354,-0.10175312,-0.01589576,0.317426676,4.RES.2001.BELUGA.ADN_20_04943.S_20_01428.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_01428,Clade D
8.RES.2012.BELUGA.ADN_20_04985.S_20_01513.mito (bases 1 to 16386),S_20_01513,-1.138706016,3.671853847,0.278704318,0.175535668,0.325968738,-0.039172242,-0.051380143,-0.196617963,0.591690724,-0.049734683,8.RES.2012.BELUGA.ADN_20_04985.S_20_01513.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_01513,Clade C
MW316116:Canada.CunninghamInlet (bases 1 to 16383),,-1.165169232,3.674868592,0.382315322,0.01294648,0.099480302,0.023981773,0.003292033,-0.061349804,0.641372297,-0.046440537,MW316116:Canada.CunninghamInlet (bases 1 to 16383),Canada: Resolute Passage,,Clade C
9.RES.2008.BELUGA.ADN_20_05525.S_20_04124.mito (bases 1 to 16386),S_20_04124,-1.165167381,3.674872699,0.382315709,0.012964726,0.099471264,0.023981291,0.003331506,-0.061358471,0.641370661,-0.046436816,9.RES.2008.BELUGA.ADN_20_05525.S_20_04124.mito (bases 1 to 16386),Canada: Resolute Passage,S_20_04124,Clade C
MW316124:Canada.GriseFjord (bases 1 to 16384),,-1.165882478,3.683902952,0.388202329,0.00977531,0.094520684,-0.018441609,-0.001740877,-0.068675556,0.657726516,-0.043631674,MW316124:Canada.GriseFjord (bases 1 to 16384),Canada: Resolute Passage,,Clade C
MW316121:Canada.GriseFjord (bases 1 to 16386),,-1.169430769,3.719499646,0.211795006,0.07499095,0.077691017,0.318978249,-0.032308298,0.00190609,0.080054232,0.27107535,MW316121:Canada.GriseFjord (bases 1 to 16386),Canada: Resolute Passage,,Clade C
MW316109:Canada.CunninghamInlet (bases 1 to 16386),,-1.180028631,3.858067336,0.271457134,0.057393913,0.047359468,0.005179009,-0.025329811,-0.044156243,0.564320528,-0.041548626,MW316109:Canada.CunninghamInlet (bases 1 to 16386),Canada: Resolute Passage,,Clade C
MW316119:Canada.GriseFjord (bases 1 to 16385),,-1.180150037,3.859632316,0.272276892,0.057696354,0.047623114,0.005226423,-0.025606076,-0.044737051,0.572294069,-0.042327148,MW316119:Canada.GriseFjord (bases 1 to 16385),Canada: Resolute Passage,,Clade C
MW316110:Canada.CunninghamInlet (bases 1 to 16381),,-1.175983374,3.876880586,0.285465022,0.040858304,0.02406679,0.015557574,-0.042868309,-0.043475488,0.705039729,-0.070862545,MW316110:Canada.CunninghamInlet (bases 1 to 16381),Canada: Resolute Passage,,Clade C
MW316122:Canada.GriseFjord (bases 1 to 16386),,-1.175981522,3.876884693,0.285465409,0.04087655,0.024057752,0.015557092,-0.042828836,-0.043484156,0.705038093,-0.070858824,MW316122:Canada.GriseFjord (bases 1 to 16386),Canada: Resolute Passage,,Clade C
MW316123:Canada.GriseFjord (bases 1 to 16386),,-1.175981522,3.876884693,0.285465409,0.04087655,0.024057752,0.015557092,-0.042828836,-0.043484156,0.705038093,-0.070858824,MW316123:Canada.GriseFjord (bases 1 to 16386),Canada: Resolute Passage,,Clade C
MW316220:Russia.SakhalinskyBay (bases 1 to 16378),,-1.8959256,-0.895902632,-0.359775352,-1.196479928,0.999465438,0.054898078,1.744611683,-0.08260507,-0.098524617,0.401507897,MW316220:Russia.SakhalinskyBay (bases 1 to 16378),Russia: Sakhalinsky Bay,,Clade D
MW316221:Russia.SakhalinskyBay (bases 1 to 16381),,-1.895728668,-0.895534962,-0.358685207,-1.190123159,0.993861234,0.054390351,1.72541419,-0.081512942,-0.09711425,0.393844807,MW316221:Russia.SakhalinskyBay (bases 1 to 16381),Russia: Sakhalinsky Bay,,Clade D
MW316218:Russia.SakhalinskyBay (bases 1 to 16385),,-1.846782047,-0.887117792,-0.085306327,-0.926669789,0.486639171,0.095146932,0.757672382,-0.416680907,-0.023470331,-0.10293438,MW316218:Russia.SakhalinskyBay (bases 1 to 16385),Russia: Sakhalinsky Bay,,Clade D
MW316225:Russia.SakhalinskyBay (bases 1 to 16379),,-1.845680014,-0.88647158,-0.085387078,-0.909905953,0.478182317,0.09099351,0.721277876,-0.388639819,-0.02935784,-0.092122686,MW316225:Russia.SakhalinskyBay (bases 1 to 16379),Russia: Sakhalinsky Bay,,Clade D
MW316223:Russia.SakhalinskyBay (bases 1 to 16386),,-1.938260469,-0.88180467,-0.109478771,-1.068236434,0.571594016,0.121128624,1.069655762,-0.654943147,-0.049954237,-0.209814089,MW316223:Russia.SakhalinskyBay (bases 1 to 16386),Russia: Sakhalinsky Bay,,Clade D
MW316226:Russia.SakhalinskyBay (bases 1 to 16386),,-1.938061074,-0.881447121,-0.109149157,-1.0626368,0.568429629,0.120029751,1.058115182,-0.646440207,-0.049258245,-0.205954988,MW316226:Russia.SakhalinskyBay (bases 1 to 16386),Russia: Sakhalinsky Bay,,Clade D
MW316219:Russia.SakhalinskyBay (bases 1 to 16384),,-1.937836082,-0.880826526,-0.109835761,-1.065781235,0.570526988,0.120375031,1.05592795,-0.645681859,-0.048997084,-0.205453151,MW316219:Russia.SakhalinskyBay (bases 1 to 16384),Russia: Sakhalinsky Bay,,Clade D
MW316224:Russia.SakhalinskyBay (bases 1 to 16380),,-1.937638562,-0.880473338,-0.109504462,-1.060183373,0.567360013,0.119273483,1.044371322,-0.637180113,-0.048303123,-0.201607243,MW316224:Russia.SakhalinskyBay (bases 1 to 16380),Russia: Sakhalinsky Bay,,Clade D
MW316222:Russia.SakhalinskyBay (bases 1 to 16383),,-1.938965285,-0.873672495,-0.307385696,-1.028711642,0.537965391,0.128314346,1.030093827,-0.649793873,-0.044669443,-0.155803822,MW316222:Russia.SakhalinskyBay (bases 1 to 16383),Russia: Sakhalinsky Bay,,Clade D
MW316156:Canada.NastapokaRiver (bases 1 to 16386),,-2.037024038,-1.378504205,0.033255408,-0.415443768,0.191765962,0.004245852,-0.459727887,0.087140869,-0.002771875,-0.009098833,MW316156:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade D
89.SEH.1995.BELUGA.ADN_20_01683.S_20_01889.mito (bases 1 to 16386),S_20_01889,-2.037024038,-1.378504205,0.033255408,-0.415443768,0.191765962,0.004245852,-0.459727887,0.087140869,-0.002771875,-0.009098833,89.SEH.1995.BELUGA.ADN_20_01683.S_20_01889.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01889,Clade D
86.SEH.2020.BELUGA.ADN_20_04592.S_20_01734.mito (bases 1 to 16386),S_20_01734,-2.128845571,-1.376218871,0.02109297,-0.479552759,0.231204862,0.000845312,-0.636841824,0.1319255,-0.005382224,-0.02752283,86.SEH.2020.BELUGA.ADN_20_04592.S_20_01734.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01734,Clade D
80.SEH.2019.BELUGA.ADN_20_04598.S_20_01152.mito (bases 1 to 16386),S_20_01152,-2.123805137,-1.363346631,0.019649423,-0.419335002,0.200392495,0.000730563,-0.468084303,0.089029552,-0.002991077,-0.015300598,80.SEH.2019.BELUGA.ADN_20_04598.S_20_01152.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01152,Clade D
87.SEH.2002.BELUGA.ADN_20_01915.S_20_02175.mito (bases 1 to 16386),S_20_02175,-2.123586273,-1.362793759,0.019561099,-0.417155989,0.199295569,0.000642841,-0.462619987,0.087763741,-0.003411897,-0.014817899,87.SEH.2002.BELUGA.ADN_20_01915.S_20_02175.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02175,Clade D
84.SEH.2020.BELUGA.ADN_20_04578.S_20_01744.mito (bases 1 to 16386),S_20_01744,-2.123586228,-1.36279331,0.01956074,-0.417132574,0.199283077,0.000642731,-0.462507455,0.087732546,-0.003410495,-0.014807085,84.SEH.2020.BELUGA.ADN_20_04578.S_20_01744.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01744,Clade D
82.SEH.2020.BELUGA.ADN_20_04577.S_20_01174.mito (bases 1 to 16387),S_20_01174,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,82.SEH.2020.BELUGA.ADN_20_04577.S_20_01174.mito (bases 1 to 16387),Canada: South-East Hudson Bay,S_20_01174,Clade D
88.SEH.2003.BELUGA.ADN_20_01042.S_20_00621.mito (bases 1 to 16386),S_20_00621,-2.122930825,-1.361135355,0.019383885,-0.410561297,0.195967197,0.000625185,-0.447482968,0.084300545,-0.003267272,-0.013984944,88.SEH.2003.BELUGA.ADN_20_01042.S_20_00621.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_00621,Clade D
78.SEH.2019.BELUGA.ADN_20_04583.S_20_01727.mito (bases 1 to 16386),S_20_01727,-1.012266716,-0.851692404,-0.269118962,-0.338519702,0.071793232,-0.040271198,-0.360439111,0.150185189,-0.023872227,-0.101152252,78.SEH.2019.BELUGA.ADN_20_04583.S_20_01727.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01727,Clade D
104.SEH.1995.BELUGA.ADN_20_02837.S_20_03653.mito (bases 1 to 16386),S_20_03653,9.671626597,-0.511394202,-0.019858973,-0.284372012,-0.363388798,-0.056006686,0.358267626,1.052932899,0.004879255,-0.023054802,104.SEH.1995.BELUGA.ADN_20_02837.S_20_03653.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03653,Clade A
96.SEH.2016.BELUGA.ADN_20_03197.S_20_03526.mito (bases 1 to 16386),S_20_03526,9.670631645,-0.511186845,-0.019799183,-0.28288135,-0.36137705,-0.055498597,0.354402255,1.039262973,0.004811274,-0.022630756,96.SEH.2016.BELUGA.ADN_20_03197.S_20_03526.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03526,Clade A
MW316161:Canada.NastapokaRiver (bases 1 to 16386),,9.668641334,-0.510771795,-0.019678877,-0.27986844,-0.357308508,-0.054463639,0.346501019,1.011194306,0.004671416,-0.021750275,MW316161:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
