SsampleID,ID_GQ,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,K,Region,Membership
S_20_01066,199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.dl.n_s.bam,0.756671,0.007157,0.01969,0.216482,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01067,205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.dl.n_s.bam,0.684279,0.017529,0.024452,0.27374,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01259,207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.dl.n_s.bam,0.704994,0.026119,0.024547,0.24434,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01260,208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.dl.n_s.bam,0.707716,0.029388,0.013238,0.249658,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01261,206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.dl.n_s.bam,0.667886,0.035262,0.036971,0.259881,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01279,203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.dl.n_s.bam,0.674733,0.027392,0.020623,0.277253,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01359,218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.dl.n_s.bam,0.713789,0.016705,0.027373,0.242134,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01384,204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.dl.n_s.bam,0.640469,0.02579,0.040302,0.293439,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01388,209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.dl.n_s.bam,0.678194,0.013162,0.034013,0.274632,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01390,210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.dl.n_s.bam,0.661744,0.017889,0.014795,0.305571,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01391,201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.dl.n_s.bam,0.361791,0.035332,0.062626,0.540251,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01392,211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.dl.n_s.bam,0.657065,0.014855,0.035601,0.29248,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01393,212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.dl.n_s.bam,0.618289,0.007933,0.035861,0.337916,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01394,214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.dl.n_s.bam,0.736562,0.008154,0.035337,0.219947,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01413,216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.dl.n_s.bam,0.654665,0.015976,0.022235,0.307123,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01414,213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.dl.n_s.bam,0.739813,0.02343,0.026749,0.210007,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01415,219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.dl.n_s.bam,0.686685,0.029786,0.010571,0.272959,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01480,217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.dl.n_s.bam,0.715096,0.023886,0.025106,0.235912,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_03497,215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.dl.n_s.bam,0.730931,0.030651,0.026513,0.211905,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01453,223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.dl.n_s.bam,0.680768,0.02775,0.027207,0.264274,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01528,231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.dl.n_s.bam,0.65855,0.011069,0.049795,0.280586,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_00657,16.NWH.1999.BELUGA.ADN_20_02092.S_20_00657.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,0.99997,NA,NA,NA,NA,NA,NA,4,NWH,CS
S_20_00678,44.NWH.1992.BELUGA.ADN_20_01413.S_20_00678.dl.n_s.bam,0.53572,0.027261,0.231746,0.205272,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_00681,18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.dl.n_s.bam,0.725072,0.02164,0.046052,0.207236,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_00682,17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.dl.n_s.bam,0.714149,0.020176,0.015377,0.250298,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_00792,22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.dl.n_s.bam,0.765817,0.024805,0.032811,0.176568,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_00795,23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.dl.n_s.bam,0.769944,0.003355,0.024905,0.201796,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_00804,24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.dl.n_s.bam,0.666322,1.00E-05,0.07106,0.262608,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01022,52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.dl.n_s.bam,0.74406,0.036211,0.022212,0.197517,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01230,27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.dl.n_s.bam,0.728205,0.027632,0.019388,0.224775,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01233,26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.dl.n_s.bam,0.768571,1.00E-05,0.015677,0.215742,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01250,31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.dl.n_s.bam,0.730619,0.017033,0.033334,0.219014,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01282,38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.dl.n_s.bam,0.694585,0.008703,0.04882,0.247892,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01288,48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.dl.n_s.bam,0.699289,0.01201,0.007708,0.280993,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01290,51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.dl.n_s.bam,0.704116,0.025751,0.040345,0.229789,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01294,35.NWH.2005.BELUGA.ADN_20_04726.S_20_01294.dl.n_s.bam,0.347271,1.00E-05,0.48501,0.167709,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01296,36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.dl.n_s.bam,0.601447,0.015675,0.158524,0.224354,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01298,19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.dl.n_s.bam,0.744557,0.014049,0.023408,0.217986,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01308,37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.dl.n_s.bam,0.740954,0.009045,0.040188,0.209813,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01310,34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.dl.n_s.bam,0.752677,0.020301,0.026234,0.200789,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01317,54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.dl.n_s.bam,0.707536,0.007552,0.048763,0.236149,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01322,53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.dl.n_s.bam,0.733023,0.019938,0.028754,0.218285,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01363,15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.dl.n_s.bam,0.6959,0.0369,0.016236,0.250964,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01366,30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.dl.n_s.bam,0.749177,0.016841,0.030764,0.203217,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01374,25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.dl.n_s.bam,0.686933,1.00E-05,0.043894,0.269163,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01375,20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.dl.n_s.bam,0.651211,0.021351,0.082834,0.244605,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01419,49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.dl.n_s.bam,0.733813,0.023418,0.022972,0.219797,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01514,28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.dl.n_s.bam,0.704221,0.029915,0.029412,0.236452,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01516,29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.dl.n_s.bam,0.749063,0.005361,0.042601,0.202974,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01551,33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.dl.n_s.bam,0.744354,0.004279,0.03171,0.219657,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01553,56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.dl.n_s.bam,0.624784,0.025491,0.136245,0.21348,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01555,50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.dl.n_s.bam,0.742732,0.016785,0.029074,0.211409,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01562,39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.dl.n_s.bam,0.676412,0.027003,0.012794,0.28379,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01567,55.NWH.2009.BELUGA.ADN_20_05924.S_20_01567.dl.n_s.bam,0.822462,0.019979,0.00413,0.15343,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01590,40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.dl.n_s.bam,0.61641,0.033123,0.132667,0.2178,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01594,32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.dl.n_s.bam,0.597428,0.021921,0.141349,0.239302,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_03515,46.NWH.2015.BELUGA.ADN_20_01172.S_20_03515.dl.n_s.bam,0.606846,0.030756,0.121329,0.24107,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_03517,47.NWH.2015.BELUGA.ADN_20_01174.S_20_03517.dl.n_s.bam,0.62558,0.022741,0.145001,0.206677,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_04103,13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.dl.n_s.bam,0.73952,0.002998,0.028153,0.22933,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_04108,14.REB.1997.BELUGA.ADN_20_05509.S_20_04108.dl.n_s.bam,0.850175,0.013097,1.00E-05,0.136719,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_04123,11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.dl.n_s.bam,0.648755,0.02306,0.039844,0.28834,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01266,5.RES.2003.BELUGA.ADN_20_04662.S_20_01266.dl.n_s.bam,0.4192,1.00E-05,0.036153,0.544637,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_01428,4.RES.2001.BELUGA.ADN_20_04943.S_20_01428.dl.n_s.bam,0.342421,0.009706,0.040083,0.60779,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_01513,8.RES.2012.BELUGA.ADN_20_04985.S_20_01513.dl.n_s.bam,0.362126,0.022304,0.04976,0.565809,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_01530,3.RES.2012.BELUGA.ADN_20_05003.S_20_01530.dl.n_s.bam,0.366144,1.00E-05,0.055503,0.578343,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_04119,2.RES.1996.BELUGA.ADN_20_05520.S_20_04119.dl.n_s.bam,0.360382,0.01492,0.020937,0.603761,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_04121,1.RES.1996.BELUGA.ADN_20_05522.S_20_04121.dl.n_s.bam,0.339917,0.020112,0.041446,0.598525,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_01441,140.SAN.2009.BELUGA.ADN_20_04939.S_20_01441.dl.n_s.bam,0.75574,0.018118,0.056066,0.170076,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_01465,130.SAN.1995.BELUGA.ADN_20_04912.S_20_01465.dl.n_s.bam,0.745817,0.021323,0.038614,0.194246,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_03642,172.SAN.2018.BELUGA.ADN_20_05389.S_20_03642.dl.n_s.bam,0.745897,0.028931,0.054932,0.17024,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_03669,177.SAN.2020.BELUGA.ADN_20_05103.S_20_03669.dl.n_s.bam,0.492321,0.024354,0.048674,0.43465,NA,NA,NA,NA,NA,NA,4,BEL,SEHB
S_20_03671,180.SAN.2020.BELUGA.ADN_20_05105.S_20_03671.dl.n_s.bam,0.479103,0.021626,0.038377,0.460895,NA,NA,NA,NA,NA,NA,4,BEL,SEHB
S_20_03846,109.SAN.1994.BELUGA.ADN_20_06011.S_20_03846.dl.n_s.bam,0.720079,0.011229,0.05064,0.218052,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_03849,185.SAN.1994.BELUGA.ADN_20_05255.S_20_03849.dl.n_s.bam,0.759092,0.012253,0.052196,0.176459,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_03957,115.SAN.2016.BELUGA.ADN_20_05359.S_20_03957.dl.n_s.bam,0.489701,0.02058,0.044172,0.445547,NA,NA,NA,NA,NA,NA,4,BEL,SEHB
S_20_04029,165.SAN.2016.BELUGA.ADN_20_05430.S_20_04029.dl.n_s.bam,0.740971,0.010606,0.05958,0.188843,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_04091,175.SAN.2020.BELUGA.ADN_20_05492.S_20_04091.dl.n_s.bam,0.780174,0.012136,0.042157,0.165533,NA,NA,NA,NA,NA,NA,4,BEL,HBSC
S_20_00621,88.SEH.2003.BELUGA.ADN_20_01042.S_20_00621.dl.n_s.bam,0.49268,0.027776,0.032767,0.446776,NA,NA,NA,NA,NA,NA,4,SEH,SEHB
S_20_01765,102.SEH.1994.BELUGA.ADN_20_01678.S_20_01765.dl.n_s.bam,0.630831,0.014601,0.077694,0.276874,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_01784,100.SEH.1994.BELUGA.ADN_20_01677.S_20_01784.dl.n_s.bam,0.654489,1.00E-05,0.051768,0.293733,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_01867,101.SEH.1994.BELUGA.ADN_20_02630.S_20_01867.dl.n_s.bam,0.672449,0.021449,0.027298,0.278804,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_01889,89.SEH.1995.BELUGA.ADN_20_01683.S_20_01889.dl.n_s.bam,0.491848,0.013419,0.031353,0.46338,NA,NA,NA,NA,NA,NA,4,SEH,SEHB
S_20_02175,87.SEH.2002.BELUGA.ADN_20_01915.S_20_02175.dl.n_s.bam,0.481429,0.013749,0.041946,0.462876,NA,NA,NA,NA,NA,NA,4,SEH,SEHB
S_20_02340,103.SEH.2000.BELUGA.ADN_20_04477.S_20_02340.dl.n_s.bam,0.614318,0.039578,0.053844,0.29226,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_03105,90.SEH.1997.BELUGA.ADN_20_03225.S_20_03105.dl.n_s.bam,0.669129,0.019709,0.064428,0.246734,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_03418,98.SEH.2016.BELUGA.ADN_20_02489.S_20_03418.dl.n_s.bam,0.685161,0.02614,0.056348,0.232351,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_03419,99.SEH.2016.BELUGA.ADN_20_03865.S_20_03419.dl.n_s.bam,0.712352,0.017176,0.015071,0.255401,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_03420,94.SEH.2016.BELUGA.ADN_20_01726.S_20_03420.dl.n_s.bam,0.492067,0.038012,0.024625,0.445296,NA,NA,NA,NA,NA,NA,4,SEH,SEHB
S_20_03421,95.SEH.2016.BELUGA.ADN_20_02490.S_20_03421.dl.n_s.bam,0.688212,0.025428,0.042086,0.244274,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_03422,97.SEH.2016.BELUGA.ADN_20_02491.S_20_03422.dl.n_s.bam,0.457601,0.0245,0.03265,0.485249,NA,NA,NA,NA,NA,NA,4,SEH,SEHB
S_20_03526,96.SEH.2016.BELUGA.ADN_20_03197.S_20_03526.dl.n_s.bam,0.678293,0.021202,0.052084,0.248421,NA,NA,NA,NA,NA,NA,4,SEH,HBSC
S_20_01726,251.SHS.2019.BELUGA.ADN_20_04589.S_20_01726.dl.n_s.bam,0.50422,0.010362,0.04451,0.440908,NA,NA,NA,NA,NA,NA,4,SHS,SEHB
S_20_01743,279.SHS.2020.BELUGA.ADN_20_04591.S_20_01743.dl.n_s.bam,0.685223,0.027063,0.038896,0.248819,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_01750,250.SHS.2019.BELUGA.ADN_20_04597.S_20_01750.dl.n_s.bam,0.592482,0.002569,0.035457,0.369492,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_01935,240.SHS.1999.BELUGA.ADN_20_01892.S_20_01935.dl.n_s.bam,0.729173,0.024483,0.011507,0.234838,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02016,270.SHS.2013.BELUGA.ADN_20_04084.S_20_02016.dl.n_s.bam,0.66442,0.019643,0.035318,0.280618,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02328,280.SHS.2000.BELUGA.ADN_20_04465.S_20_02328.dl.n_s.bam,0.620294,0.024725,0.004075,0.350905,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02329,261.SHS.2000.BELUGA.ADN_20_04466.S_20_02329.dl.n_s.bam,0.635542,0.009107,0.01526,0.340091,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02537,241.SHS.2004.BELUGA.ADN_20_04338.S_20_02537.dl.n_s.bam,0.653204,0.040635,0.034646,0.271515,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02539,242.SHS.2004.BELUGA.ADN_20_04340.S_20_02539.dl.n_s.bam,0.704302,0.016064,0.005786,0.273848,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02925,275.SHS.2018.BELUGA.ADN_20_03885.S_20_02925.dl.n_s.bam,0.715317,0.014427,0.058872,0.211384,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02927,264.SHS.2018.BELUGA.ADN_20_03983.S_20_02927.dl.n_s.bam,0.70447,0.041943,0.030321,0.223266,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_02952,256.SHS.2018.BELUGA.ADN_20_04008.S_20_02952.dl.n_s.bam,0.738864,0.023447,0.012995,0.224695,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_03438,253.SHS.1995.BELUGA.ADN_20_05083.S_20_03438.dl.n_s.bam,0.628112,0.003809,0.043409,0.324669,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_03439,285.SHS.1995.BELUGA.ADN_20_05084.S_20_03439.dl.n_s.bam,0.651075,0.01183,0.028828,0.308267,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_03440,252.SHS.1995.BELUGA.ADN_20_05085.S_20_03440.dl.n_s.bam,0.611972,0.01624,0.02795,0.343839,NA,NA,NA,NA,NA,NA,4,SHS,HBSC
S_20_01777,352.SLE.2018.BELUGA.ADN_20_04287.S_20_01777.dl.n_s.bam,0.340601,0.590411,1.00E-05,0.068978,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_01781,351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.dl.n_s.bam,0.622784,0.024953,0.03343,0.318833,NA,NA,NA,NA,NA,NA,4,SLE,HBSC
S_20_01788,347.SLE.2017.BELUGA.ADN_20_04284.S_20_01788.dl.n_s.bam,1.00E-05,0.99997,1.00E-05,1.00E-05,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_01797,343.SLE.2018.BELUGA.ADN_20_04288.S_20_01797.dl.n_s.bam,1.00E-05,0.99997,1.00E-05,1.00E-05,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_03480,359.SLE.2010.BELUGA.ADN_20_05810.S_20_03480.dl.n_s.bam,1.00E-05,0.99997,1.00E-05,1.00E-05,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_03540,348.SLE.2019.BELUGA.ADN_20_05794.S_20_03540.dl.n_s.bam,0.192459,0.807521,1.00E-05,1.00E-05,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_03659,358.SLE.2019.BELUGA.ADN_20_05813.S_20_03659.dl.n_s.bam,1.00E-05,0.99997,1.00E-05,1.00E-05,NA,NA,NA,NA,NA,NA,4,SLE,SLE
S_20_00770,74.SWH.2003.BELUGA.ADN_20_01128.S_20_00770.dl.n_s.bam,0.642577,0.024994,0.037594,0.294835,NA,NA,NA,NA,NA,NA,4,SWH,HBSC
S_20_01178,287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.dl.n_s.bam,0.686624,0.026052,0.010541,0.276783,NA,NA,NA,NA,NA,NA,4,UNG,HBSC
S_20_01179,288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.dl.n_s.bam,0.657641,0.021588,0.052412,0.26836,NA,NA,NA,NA,NA,NA,4,UNG,HBSC
S_20_01180,286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.dl.n_s.bam,0.686485,0.029816,0.006907,0.276792,NA,NA,NA,NA,NA,NA,4,UNG,HBSC
S_20_00807,57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.dl.n_s.bam,0.838684,0.022578,0.014769,0.123968,NA,NA,NA,NA,NA,NA,4,JAM,HBSC
S_20_00808,58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.dl.n_s.bam,0.72039,0.014278,0.027718,0.237614,NA,NA,NA,NA,NA,NA,4,JAM,HBSC
S_20_00809,60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.dl.n_s.bam,0.821765,0.015258,0.02532,0.137657,NA,NA,NA,NA,NA,NA,4,JAM,HBSC
S_20_00810,59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.dl.n_s.bam,0.730602,0.018626,0.026697,0.224074,NA,NA,NA,NA,NA,NA,4,JAM,HBSC
S_20_01019,220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.dl.n_s.bam,0.648463,0.031212,0.028415,0.29191,NA,NA,NA,NA,NA,NA,4,NEH,HBSC
S_20_00944,195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.dl.n_s.bam,0.634258,0.053712,0.106486,0.205544,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_00948,196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.dl.n_s.bam,0.632681,0.0245,0.117677,0.225142,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_01278,225.NHS.1993.BELUGA.ADN_20_04674.S_20_01278.dl.n_s.bam,0.710949,0.034804,0.010802,0.243446,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01346,238.NHS.2002.BELUGA.ADN_20_04793.S_20_01346.dl.n_s.bam,0.659208,0.0227,0.025618,0.292473,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01350,236.NHS.2001.BELUGA.ADN_20_04781.S_20_01350.dl.n_s.bam,0.684998,0.00402,0.019704,0.291278,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01355,237.NHS.2001.BELUGA.ADN_20_04786.S_20_01355.dl.n_s.bam,0.715974,0.037648,0.015978,0.2304,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01357,229.NHS.2001.BELUGA.ADN_20_04788.S_20_01357.dl.n_s.bam,0.724382,0.012321,1.00E-05,0.263287,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01482,224.NHS.1991.BELUGA.ADN_20_04945.S_20_01482.dl.n_s.bam,0.733597,0.016604,0.000862,0.248937,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01486,227.NHS.1994.BELUGA.ADN_20_04952.S_20_01486.dl.n_s.bam,0.705549,0.015071,0.000843,0.278537,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01487,232.NHS.1994.BELUGA.ADN_20_04953.S_20_01487.dl.n_s.bam,0.716761,0.006069,0.006778,0.270392,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01489,226.NHS.1994.BELUGA.ADN_20_04956.S_20_01489.dl.n_s.bam,0.728657,0.03563,0.003841,0.231872,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01494,233.NHS.1994.BELUGA.ADN_20_04961.S_20_01494.dl.n_s.bam,0.691867,0.010688,0.024368,0.273077,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_01507,228.NHS.1996.BELUGA.ADN_20_04977.S_20_01507.dl.n_s.bam,0.727823,0.039649,1.00E-05,0.232517,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_03503,239.NHS.1996.BELUGA.ADN_20_05981.S_20_03503.dl.n_s.bam,0.69148,0.028357,0.029283,0.250881,NA,NA,NA,NA,NA,NA,4,NHS,HBSC
S_20_00830,41.NWH.1999.BELUGA.ADN_20_02055.S_20_00830.dl.n_s.bam,0.710651,0.013029,0.026846,0.249473,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01078,42.NWH.1999.BELUGA.ADN_20_01304.S_20_01078.dl.n_s.bam,0.741413,0.027039,0.037951,0.193597,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_01079,43.NWH.1999.BELUGA.ADN_20_01305.S_20_01079.dl.n_s.bam,0.729011,0.032477,0.037346,0.201166,NA,NA,NA,NA,NA,NA,4,NWH,HBSC
S_20_04111,10.REB.1997.BELUGA.ADN_20_05512.S_20_04111.dl.n_s.bam,0.732531,0.008498,0.036787,0.222184,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_04130,12.REB.2015.BELUGA.ADN_20_05531.S_20_04130.dl.n_s.bam,0.699762,0.028113,0.050788,0.221338,NA,NA,NA,NA,NA,NA,4,NHB,HBSC
S_20_04095,6.RES.2007.BELUGA.ADN_20_05496.S_20_04095.dl.n_s.bam,0.344093,0.007191,0.058696,0.59002,NA,NA,NA,NA,NA,NA,4,RES,RES
S_20_04096,7.RES.2007.BELUGA.ADN_20_05497.S_20_04096.dl.n_s.bam,0.350865,1.00E-05,0.029874,0.61925,NA,NA,NA,NA,NA,NA,4,RES,RES
