"Numero_unique_specimen","Numero_reception_specimen","Numero_unique_groupe","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_03306","DL12_275","G_20_03306","BELUGA","Delphinapterus","leucas",NA,22,"M","SHS","Nuvuk","61.077","-69.553",2012,"6",9,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03564","HL015","librairie_143_haplotypes615"
"S_20_03307","DL12_277","G_20_03307","BELUGA","Delphinapterus","leucas",NA,13,"M","SHS","Pointe_Naujaat","61.045","-69.473",2012,"6",9,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03565","HL015","librairie_143_haplotypes615"
"S_20_03308","DL12_284","G_20_03308","BELUGA","Delphinapterus","leucas",NA,15,"M","SHS","Nuvuk","61.077","-69.553",2012,"6",9,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03566","HL022","librairie_143_haplotypes615"
"S_20_03309","DL12_031","G_20_03309","BELUGA","Delphinapterus","leucas",NA,21,"F","SHS","Falaise_Innijuaq","62.425","-75.419",2012,"6",21,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_03567","HL001","librairie_143_haplotypes615"
"S_20_03310","DL12_040","G_20_03310","BELUGA","Delphinapterus","leucas",NA,10,"F","SHS","Pointe_Nuvukallak","62.208","-75.659",2012,"6",28,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03568","HL015","librairie_143_haplotypes615"
"S_20_03311","DL12_043","G_20_03311","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Baie_Ulujjuvik","62.295","-75.428",2012,"6",16,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03569","HL003","librairie_143_haplotypes615"
"S_20_03312","DL12_048","G_20_03312","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Salluit","62.21","-75.64",2012,"6",16,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03570","HL003","librairie_143_haplotypes615"
"S_20_03313","DL12_049","G_20_03313","BELUGA","Delphinapterus","leucas",NA,14,"M","SHS","Baie_Ulujjuvik","62.295","-75.428",2012,"6",16,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03571","HL124","librairie_143_haplotypes615"
"S_20_03314","DL12_050","G_20_03314","BELUGA","Delphinapterus","leucas",NA,25,"F","SHS","Pointe_Nuvukallak","62.208","-75.659",2012,"6",16,"Salluit",NA,"F","qPCR","C_Bonnet","ADN_20_03572","HL012","librairie_143_haplotypes615"
"S_20_03315","DL12_053","G_20_03315","BELUGA","Delphinapterus","leucas",NA,19,"F","SHS","Nuvuk","61.077","-69.553",2012,"6",17,"Kuujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03573","HL003","librairie_143_haplotypes615"
"S_20_03316","DL12_062","G_20_03316","BELUGA","Delphinapterus","leucas",NA,17,"M","SHS","Island_Guindon","60.727","-69.555",2012,"6",20,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03574","HL125","librairie_143_haplotypes615"
"S_20_03317","DL12_063","G_20_03317","BELUGA","Delphinapterus","leucas",NA,16,"F","SHS","Island_Guindon","60.727","-69.555",2012,"6",20,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03575","HL003","librairie_143_haplotypes615"
"S_20_03318","DL12_069","G_20_03318","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Island_Guindon","60.727","-69.555",2012,"6",20,"Kuujjuaq",NA,"U","qPCR","C_Bonnet","ADN_20_03576","HL006","librairie_143_haplotypes615"
"S_20_03319","DL12_070","G_20_03319","BELUGA","Delphinapterus","leucas",NA,10,"M","SHS","Island_Guindon","60.727","-69.555",2012,"6",21,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03577","HL003","librairie_143_haplotypes615"
"S_20_03320","DL12_074","G_20_03320","BELUGA","Delphinapterus","leucas",NA,19,"M","SHS","Nuvuk","61.077","-69.553",2012,"6",11,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03578","HL008","librairie_143_haplotypes615"
"S_20_03321","DL12_078","G_20_03321","BELUGA","Delphinapterus","leucas",NA,14,NA,"SHS","Nuvuk","61.078","-69.553",2012,"6",13,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03579","HL001","librairie_143_haplotypes615"
"S_20_03322","DL12_134","G_20_03322","BELUGA","Delphinapterus","leucas",NA,19,"F","SHS","Quaqtaq","61.077","-69.553",2012,"10",28,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03580","HL049","librairie_143_haplotypes615"
"S_20_03323","DL12_135","G_20_03323","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Quaqtaq","61.077","-69.553",2012,"10",28,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_03581","HL001","librairie_143_haplotypes615"
"S_20_03324","DL12_142","G_20_03324","BELUGA","Delphinapterus","leucas",NA,29,"M","SHS","Island_Guindon","60.727","-69.555",2012,"6",14,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_03582","HL015","librairie_143_haplotypes615"
"S_20_03325","DL12_145","G_20_03325","BELUGA","Delphinapterus","leucas",NA,16,"F","SHS","Quaqtaq","61.077","-69.553",2012,"10",28,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_03584","HL001","librairie_143_haplotypes615"
"S_20_03326","DL12_147","G_20_03326","BELUGA","Delphinapterus","leucas",NA,12,"F","SHS","Pointe_Naujaat","61.046","-69.473",2012,"6",13,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03585","HL008","librairie_143_haplotypes615"
"S_20_03327","DL12_148","G_20_03327","BELUGA","Delphinapterus","leucas",NA,23,NA,"SHS","Nuvuk","61.078","-69.553",2012,"6",13,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_03586",NA,"librairie_143_haplotypes615"
"S_20_03328","DL12_154","G_20_03328","BELUGA","Delphinapterus","leucas",NA,14,"F","SHS","Nuvuk","61.077","-69.553",2012,"6",11,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03587","HL012","librairie_143_haplotypes615"
"S_20_03329","DL12_155","G_20_03329","BELUGA","Delphinapterus","leucas",NA,3,"F","SHS","Nuvuk","61.077","-69.553",2012,"6",17,"Kangiqsualujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03588","HL008","librairie_143_haplotypes615"
"S_20_03330","DL12_156","G_20_03330","BELUGA","Delphinapterus","leucas",NA,12,"F","SHS","Nuvuk","61.077","-69.553",2012,"6",17,"Kangiqsualujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03589","HL001","librairie_143_haplotypes615"
"S_20_03331","DL12_157","G_20_03331","BELUGA","Delphinapterus","leucas",NA,8,NA,"SHS","Nuvuk","61.078","-69.553",2012,"6",12,"Aupaluk",NA,"F","qPCR","C_Bonnet","ADN_20_03590","HL030","librairie_143_haplotypes615"
"S_20_03332","DL12_160","G_20_03332","BELUGA","Delphinapterus","leucas",NA,11,"F","SHS","Nuvuk","61.077","-69.553",2012,"6",9,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03591","HL003","librairie_143_haplotypes615"
"S_20_03333","DL12_162","G_20_03333","BELUGA","Delphinapterus","leucas",NA,17,"M","SHS","Nuvuk","61.077","-69.553",2012,"6",13,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03592","HL003","librairie_143_haplotypes615"
"S_20_03334","DL12_163","G_20_03334","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS","Nuvuk","61.077","-69.553",2012,"6",13,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03593","HL003","librairie_143_haplotypes615"
"S_20_03335","DL12_219","G_20_03335","BELUGA","Delphinapterus","leucas",NA,12,NA,"SHS","Havre_dIvujivik","62.092","-78.014",2012,"6",16,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_03643","HL001","librairie_143_haplotypes615"
"S_20_03336","DL12_220","G_20_03336","BELUGA","Delphinapterus","leucas",NA,11,NA,"SHS","Havre_dIvujivik","62.092","-78.014",2012,"6",22,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_03644","HL015","librairie_143_haplotypes615"
"S_20_03337","DL12_206","G_20_03337","BELUGA","Delphinapterus","leucas",NA,9,NA,"SHS","Havre_dIvujivik","62.092","-78.014",2012,"6",25,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_03645","HL008","librairie_143_haplotypes615"
"S_20_03338","DL12_208","G_20_03338","BELUGA","Delphinapterus","leucas",NA,24,NA,"SHS","Nuvuk","61.078","-69.553",2012,"6",12,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03646","HL003","librairie_143_haplotypes615"
"S_20_03339","DL_5207","G_20_03339","BELUGA","Delphinapterus","leucas",NA,10,"F","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"F","qPCR","C_Bonnet","ADN_20_03647","HL001","librairie_143_haplotypes615"
"S_20_03340","DL_5211","G_20_03340","BELUGA","Delphinapterus","leucas",NA,15,"M","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"M","qPCR","C_Bonnet","ADN_20_03648","HL001","librairie_143_haplotypes615"
"S_20_03341","DL_6072","G_20_03341","BELUGA","Delphinapterus","leucas",NA,14,"M","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"M","qPCR","C_Bonnet","ADN_20_03649","HL014","librairie_143_haplotypes615"
"S_20_03342","DL_6073","G_20_03342","BELUGA","Delphinapterus","leucas",NA,13,"F","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_03650","HL002","librairie_143_haplotypes615"
"S_20_03343","DL_6074","G_20_03343","BELUGA","Delphinapterus","leucas",NA,9,"F","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"F","qPCR","S_Guillou","ADN_20_03651","HL001","librairie_143_haplotypes615"
"S_20_03344","DL_6075","G_20_03344","BELUGA","Delphinapterus","leucas",NA,14,"F","NEH","Puvirnituq","59.427","-77.759",2007,"10",16,"Puvirnituq",NA,"F","qPCR","S_Guillou","ADN_20_03652","HL002","librairie_143_haplotypes615"
"S_20_03345","DL_8152","G_20_03345","BELUGA","Delphinapterus","leucas",NA,2,"F","SEH","Lac_Tasiujaq","56.203","-76.014",2008,"6",26,"Umiujaq",NA,"M","qPCR","S_Guillou","ADN_20_03653","HL010","librairie_143_haplotypes615"
"S_20_03346","DL_8162","G_20_03346","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Roggan_River","54.417","-79.417",2008,"8",27,"Umiujaq",NA,"F","qPCR","S_Guillou","ADN_20_03744","HL016","librairie_143_haplotypes615"
"S_20_03347","DL_8163","G_20_03347","BELUGA","Delphinapterus","leucas",NA,21,"F","JAM","Roggan_River","54.417","-79.417",2008,"8",27,"Umiujaq",NA,"F","qPCR","S_Guillou","ADN_20_03656","HL016","librairie_143_haplotypes615"
"S_20_03348","DL_8204","G_20_03348","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq","60.961","-69.714",2008,"11",5,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03657","HL001","librairie_143_haplotypes615"
"S_20_03349","DL_9105","G_20_03349","BELUGA","Delphinapterus","leucas",NA,36,"M","UNG","BOAT_PEOPLE",NA,NA,2008,"6",NA,"Kuujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03659",NA,"librairie_143_haplotypes615"
"S_20_03350","DL_9112","G_20_03350","BELUGA","Delphinapterus","leucas",NA,24,"M","SHS","Baie_Qarliik","62.461","-76.606",2007,"6",6,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_05099","HL001","librairie_143_haplotypes615"
"S_20_03351","DL_9116","G_20_03351","BELUGA","Delphinapterus","leucas",NA,26,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",18,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03661","HL043","librairie_143_haplotypes615"
"S_20_03352","DL_10001","G_20_03352","BELUGA","Delphinapterus","leucas",NA,41,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",9,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03662","HL003","librairie_143_haplotypes615"
"S_20_03353","DL_10002","G_20_03353","BELUGA","Delphinapterus","leucas",NA,16,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",11,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03663","HL012","librairie_143_haplotypes615"
"S_20_03354","DL_10003","G_20_03354","BELUGA","Delphinapterus","leucas",NA,23,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",9,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03664","HL043","librairie_143_haplotypes615"
"S_20_03355","DL_10004","G_20_03355","BELUGA","Delphinapterus","leucas",NA,22,"F","SHS","Pointe_Nuvukallak","61.164","-69.639",2008,"6",15,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03665","HL003","librairie_143_haplotypes615"
"S_20_03356","DL_10005","G_20_03356","BELUGA","Delphinapterus","leucas",NA,19,"F","SHS","Pointe_Nuvukallak","61.164","-69.639",2008,"6",15,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03666","HL008","librairie_143_haplotypes615"
"S_20_03357","DL_10006","G_20_03357","BELUGA","Delphinapterus","leucas",NA,13,"M","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",12,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03667","HL001","librairie_143_haplotypes615"
"S_20_03358","DL_10007","G_20_03358","BELUGA","Delphinapterus","leucas",NA,12,"M","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",6,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03668","HL001","librairie_143_haplotypes615"
"S_20_03359","DL_10008","G_20_03359","BELUGA","Delphinapterus","leucas",NA,17,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",10,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03669","HL001","librairie_143_haplotypes615"
"S_20_03360","DL_10009","G_20_03360","BELUGA","Delphinapterus","leucas",NA,29,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",9,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03670","HL001","librairie_143_haplotypes615"
"S_20_03361","DL_10011","G_20_03361","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",13,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03671","HL003","librairie_143_haplotypes615"
"S_20_03362","DL_10012","G_20_03362","BELUGA","Delphinapterus","leucas",NA,17,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",10,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03672","HL003","librairie_143_haplotypes615"
"S_20_03363","DL_10014","G_20_03363","BELUGA","Delphinapterus","leucas",NA,14,"F","SHS","Pointe_Nuvukallak","61.164","-69.639",2008,"6",15,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03673","HL003","librairie_143_haplotypes615"
"S_20_03364","DL_10015","G_20_03364","BELUGA","Delphinapterus","leucas",NA,15,"M","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",13,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03674","HL014","librairie_143_haplotypes615"
"S_20_03365","DL_10030","G_20_03365","BELUGA","Delphinapterus","leucas",NA,14,"M","LON","Long_Island","54.417","-79.417",2008,"7",17,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_03675","HL002","librairie_143_haplotypes615"
"S_20_03366","DL_10032","G_20_03366","BELUGA","Delphinapterus","leucas",NA,13,"M","LON","Long_Island","54.417","-79.417",2008,"7",17,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03676","HL007","librairie_143_haplotypes615"
"S_20_03367","DL_10039","G_20_03367","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2008,"9",1,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03677","HL038","librairie_143_haplotypes615"
"S_20_03368","DL_10041","G_20_03368","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2008,NA,NA,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03678",NA,"librairie_143_haplotypes615"
"S_20_03369","DL_10084","G_20_03369","BELUGA","Delphinapterus","leucas",NA,22,"M","SHS","Ivujivik","62.092","-78.014",2008,"6",5,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03660","HL010","librairie_143_haplotypes615"
"S_20_03370","DL_10086","G_20_03370","BELUGA","Delphinapterus","leucas",NA,28,"F","SHS","Kangituuq","62.379","-77.94",2008,"6",23,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03745","HL003","librairie_143_haplotypes615"
"S_20_03371","DL_10087","G_20_03371","BELUGA","Delphinapterus","leucas",NA,42,"F","SHS","Ivujivik","62.092","-78.014",2008,"10",13,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_03746","HL001","librairie_143_haplotypes615"
"S_20_03372","DL_10089","G_20_03372","BELUGA","Delphinapterus","leucas",NA,9,"F","SHS","Ivujivik","62.092","-78.014",2008,"10",15,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_03747","HL002","librairie_143_haplotypes615"
"S_20_03373","DL_10100","G_20_03373","BELUGA","Delphinapterus","leucas",NA,16,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",19,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03748","HL003","librairie_143_haplotypes615"
"S_20_03374","DL_10101","G_20_03374","BELUGA","Delphinapterus","leucas",NA,31,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",19,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03749","HL003","librairie_143_haplotypes615"
"S_20_03375","DL_10102","G_20_03375","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",19,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_03750","HL043","librairie_143_haplotypes615"
"S_20_03376","DL_10103","G_20_03376","BELUGA","Delphinapterus","leucas",NA,19,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",23,"Salluit",NA,"F","qPCR","C_Bonnet","ADN_20_03751","HL043","librairie_143_haplotypes615"
"S_20_03377","DL_10104","G_20_03377","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",18,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03752","HL008","librairie_143_haplotypes615"
"S_20_03378","DL_10105","G_20_03378","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Nunatuuvik","62.086","-75.142",2008,"6",19,"Salluit",NA,"F","qPCR","C_Bonnet","ADN_20_03753","HL010","librairie_143_haplotypes615"
"S_20_03379","DL_10106","G_20_03379","BELUGA","Delphinapterus","leucas",NA,17,"F","SHS","Island_Ukiivik","61.597","-71.7",2008,"6",16,"Kangiqsujuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03754","HL003","librairie_143_haplotypes615"
"S_20_03380","DL_10112","G_20_03380","BELUGA","Delphinapterus","leucas",NA,20,"F","SHS","Kangirsuapik","61.867","-72.183",2008,"6",13,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03755","HL001","librairie_143_haplotypes615"
"S_20_03381","DL_10113","G_20_03381","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Kangiqsujuaq","61.598","-71.96",2008,"6",13,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03756","HL001","librairie_143_haplotypes615"
"S_20_03382","DL18_333P","G_20_03382","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03167","HL008","librairie_143_haplotypes615"
"S_20_03383","DL18_334P","G_20_03383","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05058","HL001","librairie_143_haplotypes615"
"S_20_03384","DL18_334","G_20_03384","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2018,"11",14,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_02494","HL001","librairie_143_haplotypes615"
"S_20_03385","DL18_335P","G_20_03385","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_05060","HL003","librairie_143_haplotypes615"
"S_20_03386","DL18_335","G_20_03386","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2018,"11",1,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_02495","HL003","librairie_143_haplotypes615"
"S_20_03387","DL18_336P","G_20_03387","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05062","HL020","librairie_143_haplotypes615"
"S_20_03388","DL18_336","G_20_03388","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2018,"11",1,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03170","HL001","librairie_143_haplotypes615"
"S_20_03389","DL18_337","G_20_03389","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2018,"11",1,"Kuujjuaq",NA,"M","qPCR","S_Guillou",NA,NA,NA
"S_20_03390","DL18_337P","G_20_03390","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03171","HL001","librairie_143_haplotypes615"
"S_20_03391","DL18_338P","G_20_03391","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03172","HL001","librairie_143_haplotypes615"
"S_20_03392","DL18_339P","G_20_03392","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_03173","HL012","librairie_143_haplotypes615"
"S_20_03393","DL18_340","G_20_03393","BELUGA","Delphinapterus","leucas",NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03174",NA,"librairie_143_haplotypes615"
"S_20_03394","DL18_341P","G_20_03394","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05069","HL001","librairie_143_haplotypes615"
"S_20_03395","DL18_342P","G_20_03395","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05070","HL001","librairie_143_haplotypes615"
"S_20_03396","DL18_343P","G_20_03396","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05071","HL001","librairie_143_haplotypes615"
"S_20_03397","DL18_333","G_20_03397","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2018,"11",14,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03178","HL016","librairie_143_haplotypes615"
"S_20_03398","DL_10134","G_20_03398","BELUGA","Delphinapterus","leucas",NA,32,"M","SHS","Pointe_Utarqiuvik","61.053","-69.646",2008,"11",3,"Tasiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_02498","HL001","librairie_143_haplotypes615"
"S_20_03399","DL2010_Ivujivik_ST_01","G_20_03399","BELUGA","Delphinapterus","leucas",NA,9,"F","SHS","Ivujivik","62.092","-78.014",2010,"6",19,"Ivujivik",NA,"F","qPCR","C_Bonnet","ADN_20_03179","HL001","librairie_143_haplotypes615"
"S_20_03400","DL10_178","G_20_03400","BELUGA","Delphinapterus","leucas",NA,26,NA,"SHS",NA,NA,NA,2010,NA,NA,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_03180","HL010","librairie_143_haplotypes615"
"S_20_03401","DL_2011_ST_04","G_20_03401","BELUGA","Delphinapterus","leucas",NA,19,NA,"SHS","Ivujivik",NA,NA,2011,"6",23,"Ivujivik",NA,"F","qPCR","C_Bonnet","ADN_20_03181","HL001","librairie_143_haplotypes615"
"S_20_03402","DL17_373","G_20_03402","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03386","HL003","librairie_143_haplotypes615"
"S_20_03403","DL17_374","G_20_03403","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03183","HL049","librairie_143_haplotypes615"
"S_20_03404","DL17_375","G_20_03404","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_02493","HL003","librairie_143_haplotypes615"
"S_20_03405","DL17_376","G_20_03405","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2017,"11",25,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03184","HL108","librairie_143_haplotypes615"
"S_20_03406","DL17_377","G_20_03406","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03185","HL003","librairie_143_haplotypes615"
"S_20_03407","DL17_378","G_20_03407","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03186","HL003","librairie_143_haplotypes615"
"S_20_03408","DL17_379","G_20_03408","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"U","qPCR","S_Guillou","ADN_20_03187","HL126","librairie_143_haplotypes615"
"S_20_03409","DL17_380","G_20_03409","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2017,"11",23,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03188","HL003","librairie_143_haplotypes615"
"S_20_03410","DL16_123","G_20_03410","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03189",NA,"librairie_143_haplotypes615"
"S_20_03411","DL16_126","G_20_03411","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03190",NA,"librairie_143_haplotypes615"
