"Numero_unique_specimen","Type_analyse","Annee_envoi","No_soumission_GQ","No_plaque_envoi","No_puits_envoi","Nom_projet","Numero_unique_groupe","Numero_reception_specimen","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_01419","WGS",2021,"SCI034748","PE_21_00075","H02","MOBELS","G_20_01419","ARAR_2011_1258","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH",NA,NA,NA,2011,"8",6,"Arviat","Joachin_Akatsiak","M","qPCR","S_Guillou","ADN_20_04829","HL003","librairie_143_haplotypes615"
"S_20_01415","WGS",2021,"SCI034748","PE_21_00075","B02","MOBELS","G_20_01415","ARCH_2001_1079","BELUGA","Delphinapterus","leucas",NA,13,"M","NHB","Town",NA,NA,2001,"8",30,"Coral Harbour",NA,"F","qPCR","S_Guillou","ADN_20_04870","HL003","librairie_143_haplotypes615"
"S_20_01466","WGS",2021,"SCI034748","PE_21_00075","F05","MOBELS","G_20_01466","B95_346","BELUGA","Delphinapterus","leucas",NA,18,"F","NHS",NA,NA,NA,1996,"10",19,"Cape Dorset/Kinngait","Adamie_Nuna","F","qPCR","S_Guillou","ADN_20_04913","HL003","librairie_143_haplotypes615"
"S_20_01437","WGS",2021,"SCI034748","PE_21_00075","C04","MOBELS","G_20_01437","B96_322","BELUGA","Delphinapterus","leucas",NA,10,"M","FRB",NA,NA,NA,1996,"7",18,"Iqaluit","JIMMY_QAUNIRQ","M","qPCR","S_Guillou","ADN_20_04929","HL001","librairie_143_haplotypes615"
"S_20_01432","WGS",2021,"SCI034748","PE_21_00075","H01","MOBELS","G_20_01432","B97_014","BELUGA","Delphinapterus","leucas",NA,18,"F","CSB","Pangnirtung_Cumberland_Sound",NA,NA,1997,"7",15,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_04937","HL003","librairie_143_haplotypes615"
"S_20_01441","WGS",2021,"SCI034748","PE_21_00075","C02","MOBELS","G_20_01441","ARSQ_2009_1229","BELUGA","Delphinapterus","leucas",NA,33,"M","SAN","Sanikiluaq",NA,NA,2009,"7",5,"Sanikiluaq","Thomassie_Oqaitur","M","qPCR","S_Guillou","ADN_20_06043","HL022","librairie_143_haplotypes615"
"S_20_01428","WGS",2021,"SCI034748","PE_21_00075","E01","MOBELS","G_20_01428","ARRE_2001_1061","BELUGA","Delphinapterus","leucas",NA,40,"M","RES","Resolute_Bay",NA,NA,2001,"8",4,"Resolute","Silas_Ulayuruluk","M","qPCR","S_Guillou","ADN_20_04943","HL026","librairie_143_haplotypes615"
"S_20_01486","WGS",2021,"SCI034748","PE_21_00075","F08","MOBELS","G_20_01486","B94_120","BELUGA","Delphinapterus","leucas",NA,3,"M","NHS","Itivik_Bay",NA,NA,1994,"10",27,"Kimmirut","Jaulie_Akavuk","M","qPCR","S_Guillou","ADN_20_04952","HL012","librairie_143_haplotypes615"
"S_20_01489","WGS",2021,"SCI034748","PE_21_00075","A10","MOBELS","G_20_01489","B94_125","BELUGA","Delphinapterus","leucas",NA,36,"M","NHS","Itivik_Bay",NA,NA,1994,"10",27,"Kimmirut","Jaulie_Akavak","M","qPCR","S_Guillou","ADN_20_04956","HL003","librairie_143_haplotypes615"
"S_20_01507","WGS",2021,"SCI034748","PE_21_00075","D01","MOBELS","G_20_01507","B96_044","BELUGA","Delphinapterus","leucas",NA,4,"M","NHS","Itivik_Bay",NA,NA,1996,"10",NA,"Kimmirut","JOANNIE_IKKIDLUCK","M","qPCR","S_Guillou","ADN_20_04977","HL012","librairie_143_haplotypes615"
"S_20_01508","WGS",2021,"SCI034748","PE_21_00075","G01","MOBELS","G_20_01508","B96_084","BELUGA","Delphinapterus","leucas",NA,12,"F","SAN",NA,NA,NA,1996,"7",22,"Sanikiluaq","HARRY_SALA","F","qPCR","S_Guillou","ADN_20_04979","HL010","librairie_143_haplotypes615"
"S_20_01514","WGS",2021,"SCI034748","PE_21_00075","B10","MOBELS","G_20_01514","ARAR_2012_1278","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Arviat",NA,NA,2012,"8",12,"Arviat","Andrew_Panigoniak_Sr","F","qPCR","S_Guillou","ADN_20_04986","HL003","librairie_143_haplotypes615"
"S_20_01516","WGS",2021,"SCI034748","PE_21_00075","F01","MOBELS","G_20_01516","ARAR_2012_1284","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH","Arviat",NA,NA,2012,"8",27,"Arviat","John_Kuksuk","M","qPCR","S_Guillou","ADN_20_04988","HL003","librairie_143_haplotypes615"
"S_20_01317","WGS",2021,"SCI034748","PE_21_00075","E08","MOBELS","G_20_01317","ARHU97_066","BELUGA","Delphinapterus","leucas",NA,21,"M","NWH","Wilson_Bay",NA,NA,1997,"8",15,"Whale Cove","Arualak_Willie","M","qPCR","S_Guillou","ADN_20_04695","HL016","librairie_143_haplotypes615"
"S_20_03438","WGS",2021,"SCI034748","PE_21_00075","G02","MOBELS","G_20_03438","DLWB95_11","BELUGA","Delphinapterus","leucas",NA,26,"F","SHS","Kangiqsujuaq","61.59805","-71.96027",1995,"7",12,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_05083","HL015","librairie_143_haplotypes615"
"S_20_03440","WGS",2021,"SCI034748","PE_21_00075","E11","MOBELS","G_20_03440","DLWB95_13","BELUGA","Delphinapterus","leucas",NA,17,"F","SHS","Kangiqsujuaq","61.59805","-71.96027",1995,"7",10,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_05085","HL001","librairie_143_haplotypes615"
"S_20_03718","WGS",2021,"SCI034748","PE_21_00075","E05","MOBELS","G_20_03718","ARSQ_10_1145","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Wiegand_Island","56.78611","-79.367500000000007",2010,"5",12,"Sanikiluaq","Moses_Ippak_Sr","M","qPCR","S_Guillou","ADN_20_05152","HL130","librairie_143_haplotypes615"
"S_20_03720","WGS",2021,"SCI034748","PE_21_00075","E03","MOBELS","G_20_03720","ARSQ_10_1257","BELUGA","Delphinapterus","leucas",NA,24,"M","SAN","Renouf_island","56.796388999999998","-79.164721999999998",2010,"5",22,"Sanikiluaq","Moses_Ippak_Sr","M","qPCR","S_Guillou","ADN_20_05154","HL074","librairie_143_haplotypes615"
"S_20_03722","WGS",2021,"SCI034748","PE_21_00075","B06","MOBELS","G_20_03722","ARSQ_10_1262","BELUGA","Delphinapterus","leucas",NA,32,"M","SAN","Sanikiluaq",NA,NA,2010,"5",15,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05156","HL008","librairie_143_haplotypes615"
"S_20_03746","WGS",2021,"SCI034748","PE_21_00075","D09","MOBELS","G_20_03746","ARIQ_DFO_1018","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Coats_Bay",NA,NA,2013,"2",15,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05177","HL034","librairie_143_haplotypes615"
"S_20_03753","WGS",2021,"SCI034748","PE_21_00075","A09","MOBELS","G_20_03753","ARSQ_20_1743","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq","55.784816999999997","-79.280883000000003",2020,"6",29,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05184","HL022","librairie_143_haplotypes615"
"S_20_03759","WGS",2021,"SCI034748","PE_21_00075","B05","MOBELS","G_20_03759","ARSQ_06_1141","BELUGA","Delphinapterus","leucas",NA,18,"M","SAN","Sanikiluaq",NA,NA,2006,"5",27,"Sanikiluaq","Johnny_Kudluaruk","M","qPCR","S_Guillou","ADN_20_05190","HL114","librairie_143_haplotypes615"
"S_20_03764","WGS",2021,"SCI034748","PE_21_00075","C06","MOBELS","G_20_03764","ARSQ_07_1152","BELUGA","Delphinapterus","leucas",NA,28,"M","SAN","Sanikiluaq",NA,NA,2007,"6",21,"Sanikiluaq","Charlie_Kavik","M","qPCR","S_Guillou","ADN_20_05195","HL001","librairie_143_haplotypes615"
"S_20_03555","WGS",2021,"SCI034748","PE_21_00075","D06","MOBELS","G_20_03555","B96_195_SQ","BELUGA","Delphinapterus","leucas",NA,41,"M","SAN","Sanikiluaq",NA,NA,1996,"9",25,"Sanikiluaq","NOAH_MEEKO","M","qPCR","S_Guillou","ADN_20_05224","HL001","librairie_143_haplotypes615"
"S_20_03816","WGS",2021,"SCI034748","PE_21_00075","E02","MOBELS","G_20_03816","97_B96_204_SQ","BELUGA","Delphinapterus","leucas",NA,51,"M","SAN","Sanikiluaq",NA,NA,1997,"6",26,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05233","HL001","librairie_143_haplotypes615"
"S_20_03825","WGS",2021,"SCI034748","PE_21_00075","A06","MOBELS","G_20_03825","B93_89_SQ","BELUGA","Delphinapterus","leucas",NA,49,NA,"SAN","Sanikiluaq",NA,NA,1993,NA,NA,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05240","HL001","librairie_143_haplotypes615"
"S_20_03830","WGS",2021,"SCI034748","PE_21_00075","A08","MOBELS","G_20_03830","B94_12_SQ","BELUGA","Delphinapterus","leucas",NA,12,"F","SAN","Sanikiluaq",NA,NA,1994,"6",21,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05243","HL098","librairie_143_haplotypes615"
"S_20_01223","WGS",2021,"SCI034748","PE_21_00075","A01","MOBELS","G_20_01223","ARSQ_02_1003","BELUGA","Delphinapterus","leucas",NA,36,NA,"SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01154",NA,"librairie_143_haplotypes615"
"S_20_00715","WGS",2021,"SCI034748","PE_21_00075","F03","MOBELS","G_20_00715","ARSQ_2004_7","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01106","HL033","librairie_143_haplotypes615"
"S_20_03957","WGS",2021,"SCI034748","PE_21_00075","C03","MOBELS","G_20_03957","ARSQ_16_1518","BELUGA","Delphinapterus","leucas",NA,20,"F","SAN","King_George","57.1","-78.53333",2016,"7",11,"Sanikiluaq","Lucassie_Ippak","M","qPCR","S_Guillou","ADN_20_05359","HL007","librairie_143_haplotypes615"
"S_20_03965","WGS",2021,"SCI034748","PE_21_00075","G06","MOBELS","G_20_03965","ARSQ_18_1697","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Wiegand_Island","56.68461","-79.24886",2018,"6",11,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05367","HL001","librairie_143_haplotypes615"
"S_20_03644","WGS",2021,"SCI034748","PE_21_00075","H04","MOBELS","G_20_03644","ARSQ_18_1648","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Wiegand_Island","56.68","-79.23",2018,"6",11,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05381","HL035","librairie_143_haplotypes615"
"S_20_03992","WGS",2021,"SCI034748","PE_21_00075","F10","MOBELS","G_20_03992","ARSQ_19_1688","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq",NA,NA,2019,"6",12,"Sanikiluaq","Jack_Iqaiuk","F","qPCR","S_Guillou","ADN_20_05394","HL022","librairie_143_haplotypes615"
"S_20_03996","WGS",2021,"SCI034748","PE_21_00075","G03","MOBELS","G_20_03996","ARSQ_19_1599","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq",NA,NA,2019,"6",NA,"Sanikiluaq","Aullajuuk","F","qPCR","S_Guillou","ADN_20_05398","HL001","librairie_143_haplotypes615"
"S_20_04007","WGS",2021,"SCI034748","PE_21_00075","A04","MOBELS","G_20_04007","ARSQ_16_1500","BELUGA","Delphinapterus","leucas",NA,32,"F","SAN","Sanikiluaq","56.37045","-79.45097",2016,"6",28,"Sanikiluaq","Davidee_Oqiltuk","M","qPCR","S_Guillou","ADN_20_05408","HL002","librairie_143_haplotypes615"
"S_20_04119","WGS",2021,"SCI034748","PE_21_00075","E09","MOBELS","G_20_04119","B95_261","BELUGA","Delphinapterus","leucas",NA,5,NA,"RES",NA,NA,NA,1996,"8",4,"Resolute","ALLIE_SALLUVINIQ","M","qPCR","S_Guillou","ADN_20_05520","HL003","librairie_143_haplotypes615"
"S_20_04123","WGS",2021,"SCI034748","PE_21_00075","A03","MOBELS","G_20_04123","ARRB_2006_1245","BELUGA","Delphinapterus","leucas",NA,NA,"F","NHB","Repulse_Bay",NA,NA,2006,"8",10,"Naujaat","Barnaby_K","M","qPCR","S_Guillou","ADN_20_05524","HL003","librairie_143_haplotypes615"
"S_20_04130","WGS",2021,"SCI034748","PE_21_00075","B07","MOBELS","G_20_04130","ARRB_2015_1345","BELUGA","Delphinapterus","leucas",NA,12,"F","NHB","Naujaat","66.51714","-86.24081",2015,"9",28,"Naujaat","Simeonie","U","qPCR","C_Bonnet","ADN_20_05531","HL004","librairie_143_haplotypes615"
"S_20_01762","WGS",2021,"SCI034748","PE_21_00075","H06","MOBELS","G_20_01762","DL2019_004_F","BELUGA","Delphinapterus","leucas","White",33,"F","SLE","Sainte_Flavie","48.6212","-68.2115",2019,"7",4,"Saint_Laurent",NA,"F","qPCR","S_Guillou","ADN_20_01945","HL099","librairie_143_haplotypes615"
"S_20_03535","WGS",2021,"SCI034748","PE_21_00075","H03","MOBELS","G_20_03535","DL2010_005_F","BELUGA","Delphinapterus","leucas","White",51,"F","SLE","Rimouski","48.4294444444444","-68.5961111111111",2010,"6",10,"Saint_Laurent",NA,"F","qPCR","S_Guillou","ADN_20_05806","HL099","librairie_143_haplotypes615"
"S_20_01590","WGS",2021,"SCI034748","PE_21_00075","A11","MOBELS","G_20_01590","ARAR_2010_1242","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Arviat_Sentry_Island",NA,NA,2010,"7",30,"Arviat","Tony_Atatsiak","M","qPCR","S_Guillou","ADN_20_05886","HL026","librairie_143_haplotypes615"
"S_20_01567","WGS",2021,"SCI034748","PE_21_00075","A05","MOBELS","G_20_01567","ARAR_2009_1229","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Wolf_Esker_Reef",NA,NA,2009,"8",25,"Arviat","Joacmim_Akatsiak","F","qPCR","S_Guillou","ADN_20_05924","HL003","librairie_143_haplotypes615"
"S_20_03497","WGS",2021,"SCI034748","PE_21_00075","E07","MOBELS","G_20_03497","ARCH_2001_1106","BELUGA","Delphinapterus","leucas",NA,1,"M","NHB","Nunaguluk",NA,NA,2001,"8",22,"Coral Harbour","Moses_Nakoolak","M","qPCR","S_Guillou","ADN_20_05969","HL003","librairie_143_haplotypes615"
"S_20_03795","WGS",2021,"SCI034748","PE_21_00075","G05","MOBELS","G_20_03795","B96_190_SQ","BELUGA","Delphinapterus","leucas",NA,27,"M","SAN","Sanikiluaq",NA,NA,1996,"9",16,"Sanikiluaq","JIMMIE_IQALOQ","M","qPCR","S_Guillou","ADN_20_05994","HL001","librairie_143_haplotypes615"
"S_20_03822","WGS",2021,"SCI034748","PE_21_00075","F02","MOBELS","G_20_03822","B93_83_SQ","BELUGA","Delphinapterus","leucas",NA,19,"M","SAN","Sanikiluaq",NA,NA,1993,"6",22,"Sanikiluaq","Peter_Kattuk","M","qPCR","S_Guillou","ADN_20_06003","HL022","librairie_143_haplotypes615"
"S_20_01220","WGS",2021,"SCI034748","PE_21_00076","D11","MOBELS","G_20_01220","ARRB_01_1125","NARVAL","Monodon","monoceros",NA,NA,"M","NHB","Repulse_Bay",NA,NA,2001,"8",4,"Naujaat",NA,"M","qPCR","C_Bonnet","ADN_20_00966",NA,"librairie_143_haplotypes615"
"S_20_01220","WGS",2021,"SCI034748","PE_21_00076","C06","MOBELS","G_20_01220","ARRB_01_1125","NARVAL","Monodon","monoceros",NA,NA,"M","NHB","Repulse_Bay",NA,NA,2001,"8",4,"Naujaat",NA,"M","qPCR","C_Bonnet","ADN_20_00966",NA,"librairie_143_haplotypes615"
"S_20_00622","WGS",2021,"SCI034748","PE_21_00076","D06","MOBELS","G_20_00622","JBDL_07_01","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny","52.64","-78.856",2007,"8",9,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_00971","HL008","librairie_143_haplotypes615"
"S_20_00808","WGS",2021,"SCI034748","PE_21_00076","C01","MOBELS","G_20_00808","NQ02_4148","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Bear_Island_Baie_James","54.2","-81",2002,"9",7,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_01030","HL001","librairie_143_haplotypes615"
"S_20_01221","WGS",2021,"SCI034748","PE_21_00076","G06","MOBELS","G_20_01221","ARRB_01_1129","NARVAL","Monodon","monoceros",NA,NA,"M","NHB","Repulse_Bay",NA,NA,2001,"8",NA,"Naujaat",NA,"M","qPCR","S_Guillou","ADN_20_01033",NA,"librairie_143_haplotypes615"
"S_20_00708","WGS",2021,"SCI034748","PE_21_00076","B07","MOBELS","G_20_00708","ARRB_01_1140","NARVAL","Monodon","monoceros",NA,NA,"M","NHB","Repulse_Bay",NA,NA,2001,NA,NA,"Naujaat",NA,"M","qPCR","C_Bonnet","ADN_22_00697",NA,"librairie_143_haplotypes615"
"S_20_00700","WGS",2021,"SCI034748","PE_21_00076","G12","MOBELS","G_20_00700","ARPG_02_003","NARVAL","Monodon","monoceros",NA,NA,"M","CSB","Cumberland_sound","66.150824","-65.710121",2001,"5",23,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01039",NA,"librairie_143_haplotypes615"
"S_20_00700","WGS",2021,"SCI034748","PE_21_00076","E08","MOBELS","G_20_00700","ARPG_02_003","NARVAL","Monodon","monoceros",NA,NA,"M","CSB","Cumberland_sound","66.150824","-65.710121",2001,"5",23,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01039",NA,"librairie_143_haplotypes615"
"S_20_01154","WGS",2021,"SCI034748","PE_21_00076","H01","MOBELS","G_20_01154","NQ03_5071","BELUGA","Delphinapterus","leucas",NA,22,NA,"JAM","James_Bay","53.0833333333333","-80.5833333333333",2003,"7",22,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_01040","HL070","librairie_143_haplotypes615"
"S_20_01154","WGS",2021,"SCI034748","PE_21_00076","H06","MOBELS","G_20_01154","NQ03_5071","BELUGA","Delphinapterus","leucas",NA,22,NA,"JAM","James_Bay","53.0833333333333","-80.5833333333333",2003,"7",22,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_01040","HL070","librairie_143_haplotypes615"
"S_20_00621","WGS",2021,"SCI034748","PE_21_00076","A08","MOBELS","G_20_00621","DL2003_S_1852","BELUGA","Delphinapterus","leucas","Grey",NA,"M","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga","56","-76.666",2003,"7",11,"DFO_MPO",NA,"M","qPCR","S_Guillou","ADN_20_01042","HL001","librairie_143_haplotypes615"
"S_20_00702","WGS",2021,"SCI034748","PE_21_00076","F11","MOBELS","G_20_00702","ARPG_02_1034","BELUGA","Delphinapterus","leucas",NA,30,"M","CSB","Pangnirtung",NA,NA,2002,"7",22,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01138","HL030","librairie_143_haplotypes615"
"S_20_03448","WGS",2021,"SCI034748","PE_21_00076","G03","MOBELS","G_20_03448","DL2009JB_05","BELUGA","Delphinapterus","leucas",NA,NA,"M","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2009,"8",9,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_01168","HL008","librairie_143_haplotypes615"
"S_20_01052","WGS",2021,"SCI034748","PE_21_00076","C09","MOBELS","G_20_01052","ARCH_99_1024","BELUGA","Delphinapterus","leucas",NA,21,"M","NHB","Coral_Harbour",NA,NA,1999,"8",16,"Coral Harbour",NA,"M","qPCR","S_Guillou","ADN_20_01276","HL042","librairie_143_haplotypes615"
"S_20_00948","WGS",2021,"SCI034748","PE_21_00076","B08","MOBELS","G_20_00948","B96_258_COH","BELUGA","Delphinapterus","leucas",NA,8,"F","NHB","Coral_Harbour","64.108744","-83.117867",1996,"9",16,"Coral Harbour",NA,"F","qPCR","S_Guillou","ADN_20_01527","HL057","librairie_143_haplotypes615"
"S_20_01765","WGS",2021,"SCI034748","PE_21_00076","B06","MOBELS","G_20_01765","IN94_07","BELUGA","Delphinapterus","leucas",NA,27,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",NA,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_01678","HL019","librairie_143_haplotypes615"
"S_20_01889","WGS",2021,"SCI034748","PE_21_00076","G09","MOBELS","G_20_01889","DLGW95_09","BELUGA","Delphinapterus","leucas",NA,7,NA,"SEH",NA,NA,NA,1995,"8",9,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02836","HL001","librairie_143_haplotypes615"
"S_20_03420","WGS",2021,"SCI034748","PE_21_00076","C04","MOBELS","G_20_03420","DL15_DART_085","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2016,"7",25,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_01726","HL002","librairie_143_haplotypes615"
"S_20_01865","WGS",2021,"SCI034748","PE_21_00076","H10","MOBELS","G_20_01865","I_DL_90_8","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Kuujjuarapik",NA,NA,1990,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_01754","HL020","librairie_143_haplotypes615"
"S_20_02175","WGS",2021,"SCI034748","PE_21_00076","C03","MOBELS","G_20_02175","DL_4033","BELUGA","Delphinapterus","leucas","White",NA,"M","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga","56","-76.666",2002,"7",28,"DFO_MPO",NA,"M","qPCR","S_Guillou","ADN_20_01915","HL001","librairie_143_haplotypes615"
"S_20_00929","WGS",2021,"SCI034748","PE_21_00076","E01","MOBELS","G_20_00929","FMMM_CH_012","BELUGA","Delphinapterus","leucas",NA,27,"M","NHB","Coral_Harbour",NA,NA,1993,"7",27,"Coral Harbour",NA,"M","qPCR","S_Guillou","ADN_20_01230","HL009","librairie_143_haplotypes615"
"S_20_01051","WGS",2021,"SCI034748","PE_21_00076","A02","MOBELS","G_20_01051","ARCH_99_1023","BELUGA","Delphinapterus","leucas",NA,21,"M","NHB","Coral_Harbour",NA,NA,1999,"8",16,"Coral Harbour",NA,"M","qPCR","S_Guillou","ADN_20_01275","HL003","librairie_143_haplotypes615"
"S_20_00693","WGS",2021,"SCI034748","PE_21_00076","E12","MOBELS","G_20_00693","ARPG_05_1212","BELUGA","Delphinapterus","leucas",NA,24,"M","CSB","Pangnirtung",NA,NA,2005,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_04685","HL003","librairie_143_haplotypes615"
"S_20_00693","WGS",2021,"SCI034748","PE_21_00076","E03","MOBELS","G_20_00693","ARPG_05_1212","BELUGA","Delphinapterus","leucas",NA,24,"M","CSB","Pangnirtung",NA,NA,2005,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_04685","HL003","librairie_143_haplotypes615"
"S_20_00703","WGS",2021,"SCI034748","PE_21_00076","A04","MOBELS","G_20_00703","ARPG_06_1265","BELUGA","Delphinapterus","leucas",NA,40,"M","CSB","Pangnirtung",NA,NA,2006,"7",1,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01073","HL003","librairie_143_haplotypes615"
"S_20_00703","WGS",2021,"SCI034748","PE_21_00076","F08","MOBELS","G_20_00703","ARPG_06_1265","BELUGA","Delphinapterus","leucas",NA,40,"M","CSB","Pangnirtung",NA,NA,2006,"7",1,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01073","HL003","librairie_143_haplotypes615"
"S_20_00669","WGS",2021,"SCI034748","PE_21_00076","A01","MOBELS","G_20_00669","ARPG_06_1233","BELUGA","Delphinapterus","leucas",NA,35,NA,"CSB","Pangnirtung",NA,NA,2006,"6",29,"Pangnirtung",NA,"F","qPCR","C_Bonnet","ADN_20_01072",NA,"librairie_143_haplotypes615"
"S_20_00776","WGS",2021,"SCI034748","PE_21_00076","B11","MOBELS","G_20_00776","ARPG_02_1037","BELUGA","Delphinapterus","leucas",NA,32,"M","CSB","Pangnirtung_Ilugajut",NA,NA,2002,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01140","HL003","librairie_143_haplotypes615"
"S_20_00776","WGS",2021,"SCI034748","PE_21_00076","H05","MOBELS","G_20_00776","ARPG_02_1037","BELUGA","Delphinapterus","leucas",NA,32,"M","CSB","Pangnirtung_Ilugajut",NA,NA,2002,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01140","HL003","librairie_143_haplotypes615"
"S_20_03418","WGS",2021,"SCI034748","PE_21_00076","B05","MOBELS","G_20_03418","DL15_DART_027","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2016,"8",14,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_02489","HL063","librairie_143_haplotypes615"
"S_20_03421","WGS",2021,"SCI034748","PE_21_00076","C12","MOBELS","G_20_03421","DL15_DART_089","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2016,"7",29,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02490","HL010","librairie_143_haplotypes615"
"S_20_03422","WGS",2021,"SCI034748","PE_21_00076","F10","MOBELS","G_20_03422","DL15_DART_090","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2016,"7",29,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02491","HL002","librairie_143_haplotypes615"
"S_20_01867","WGS",2021,"SCI034748","PE_21_00076","D02","MOBELS","G_20_01867","IN94_02","BELUGA","Delphinapterus","leucas",NA,18,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",16,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_02630","HL016","librairie_143_haplotypes615"
"S_20_03653","WGS",2021,"SCI034748","PE_21_00076","D04","MOBELS","G_20_03653","DLUD_95_1","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH","Umiujaq",NA,NA,1995,"7",13,NA,NA,"F","qPCR","S_Guillou","ADN_20_02837","HL016","librairie_143_haplotypes615"
"S_20_03526","WGS",2021,"SCI034748","PE_21_00076","E04","MOBELS","G_20_03526","DL15_DART_092","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,2016,"8",30,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03197","HL016","librairie_143_haplotypes615"
"S_20_03103","WGS",2021,"SCI034748","PE_21_00076","F01","MOBELS","G_20_03103","DL97_292","BELUGA","Delphinapterus","leucas",NA,5,NA,"SEH",NA,NA,NA,1997,NA,NA,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03223",NA,"librairie_143_haplotypes615"
"S_20_03104","WGS",2021,"SCI034748","PE_21_00076","H11","MOBELS","G_20_03104","DL97_293","BELUGA","Delphinapterus","leucas",NA,6,NA,"SEH",NA,NA,NA,1997,NA,NA,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03224",NA,"librairie_143_haplotypes615"
